chemical	alias	source
CID017755052	GDC 0941 (2 MeSO3H salt)	1010 959
CID017755052	GDC-0941	1010 813 814 817 845 850 914 925 959 BindingDB ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Exchemistry Selleck_Chemicals
CID017755052	GDC-0941 Bimesylate	1052
CID017755052	GDC-0941 dimethanesulfonate	1010 959
CID017755052	GDC-0941, GDC0941	845 Selleck_Chemicals
CID017755052	GDC-0941, GDC0941, GDC 0941, 957054-30-7	817
CID017755052	GDC-0941-Supplied by Selleck Chemicals	Selleck_Chemicals
CID017755052	GDC0941	1010 845 914 959 ChEBI Comparative_Toxicogenomics_Database Exchemistry
CID017755052	HMS2043A16	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3244H06	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3244H10	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3244H14	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3265I05	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3265I06	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3265J05	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HMS3265J06	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017755052	HY-20180	959
CID017755052	HY-50094	959
CID017755052	Kinome_3719	845 Abbott_Labs
CID017755052	NCGC00187482-01	NCGC
CID017755052	NCGC00187482-03	NCGC
CID017755052	PICTILISIB	ChEMBL
CID017755052	Pictilisib (USAN)	KEGG
CID017755052	Pictrelisib	ChemIDplus KEGG
CID017755052	Pictrelisib [INN]	ChemIDplus
CID017755052	PubChem16427	925
CID017755052	S1065_Selleck	845 Selleck_Chemicals
CID017755052	SureCN190812	992
CID017755052	UNII-ICY00EMP8P	ChemIDplus
CID017755052	X7409	1088
CID017755052	cc-29	1061
CID017755052	nchembio.293-comp12	845
CID023725625	09L	MMDB
CID023725625	4-[(3-{[4-Cyclopropylcarbonyl)piperazin-4-	805
CID023725625	A9666	813
CID023725625	AB1009702	732
CID023725625	ABP000423	1009
CID023725625	ACN-S001619	881
CID023725625	AK-40514	922
CID023725625	AKOS005145764	845 AKos_Consulting_&_Solutions
CID023725625	ANW-43329	1046
CID023725625	AZ2281	DTP/NCI
CID023725625	AZD 2281	1010 1061 845 914 959 ChemIDplus Comparative_Toxicogenomics_Database Excenen_Pharmatech
CID023725625	AZD-2281	845 914 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID023725625	AZD2281	845 ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Exchemistry Selleck_Chemicals
CID023725625	AZD2281(olaparib)	925
CID023725625	AZD2281,Olaparib, KU-0059436	850
CID023725625	AZD2281-Supplied by Selleck Chemicals	Selleck_Chemicals
CID023725625	Acylpiperazine analogue, 47	845 BindingDB
CID023725625	BCP9000363	924
CID023725625	BCPP000360	924
CID023725625	C531550	Comparative_Toxicogenomics_Database
CID023725625	CHEMBL521686	845 ChEMBL
CID023725625	CS-0075	1010
CID023725625	CTK8B3857	1096
CID023725625	D09730	KEGG
CID023725625	DCL000145	845
CID023725625	DCL000583	845
CID023725625	DNC008974	845
CID023725625	EC-000.2324	845
CID023725625	EN002690	845 Ennopharm
CID023725625	EX-7210	Excenen_Pharmatech
CID023725625	FT-0083489	718 845
CID023725625	HY-10162	959
CID023725625	I06-2362	IS_Chemical_Technology
CID023725625	KU 0059436	1010 959
CID023725625	KU 59436	ChemIDplus
CID023725625	KU-0059436	1010 1052 845 914 959 ChemIDplus DTP/NCI Prous_Science_Drugs_of_the_Future
CID023725625	KU-59436	845 Prous_Science_Drugs_of_the_Future
CID023725625	KU0059436	1010 1052 959
CID023725625	NCGC00238451-02	NCGC
CID023725625	NSC-747856	DTP/NCI
CID023725625	NSC747856	DTP/NCI
CID023725625	Olaparib (AZD-2281)	881
CID023725625	Olaparib (JAN/INN)	KEGG
CID023725625	Olaparib - AZD2281	914
CID023725625	Olaparib cpd	ChemIDplus Comparative_Toxicogenomics_Database
CID023725625	Olaparib, KU-0059436, AZD2281, 763113-22-0	817
CID023725625	Olaparibum	DTP/NCI
CID023725625	PubChem19148	925
CID023725625	S1060_Selleck	845 Selleck_Chemicals
CID023725625	SureCN426568	992
CID023725625	cc-16	1061
CID023725625	olaparib	1010 1046 1052 1088 1096 718 814 817 845 908 959 DTP/NCI Exchemistry Prous_Science_Drugs_of_the_Future
CID023725625	|A-Chloro-p-tolunitrile; 4-Cyanobenzyl chloride	732
CID024856436	BCP9000937	924
CID024856436	CS-0105	1010
CID024856436	DCL000569	845
CID024856436	HY-10993	959
CID024856436	KB-19433	1081
CID024856436	Kinome_2656	Abbott_Labs
CID024856436	MK 1775	1061 914
CID024856436	MK-1775	1010 817 845 914 939 959 Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID024856436	MK-1775-Supplied by Selleck Chemicals	Selleck_Chemicals
CID024856436	MK1775	1010 1052 914 959
CID024856436	MK1775, 955365-80-7	939
CID024856436	MK1775, MK-1775	Selleck_Chemicals
CID024856436	NCGC00263183-01	NCGC
CID024856436	S1525_Selleck	Selleck_Chemicals
CID024856436	SureCN1504444	992
CID024856436	SureCN1504998	992
CID024856436	X7493	1088
CID024856436	cc-686	1061
CID024964624	ABP000407	1009
CID024964624	AKOS015966903	AKos_Consulting_&_Solutions
CID024964624	BCP9000938	924
CID024964624	C548887	Comparative_Toxicogenomics_Database
CID024964624	CAS-1032350-13-2	824
CID024964624	CHEBI:67271	ChEBI ChEMBL
CID024964624	CHEBI:716367	BindingDB
CID024964624	CHEMBL1079175	ChEMBL
CID024964624	DCL000570	845
CID024964624	DCL001092	845
CID024964624	DSSTox_CID_28874	824
CID024964624	DSSTox_GSID_48948	824
CID024964624	DSSTox_RID_83143	824
CID024964624	HMS3265K03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID024964624	HMS3265K04	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID024964624	HMS3265L03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID024964624	HMS3265L04	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID024964624	HY-10358	959
CID024964624	MK 2206	1010 914 959 Comparative_Toxicogenomics_Database
CID024964624	MK-2206	1061 814 824 845 925 Comparative_Toxicogenomics_Database Selleck_Chemicals
CID024964624	MK-2206 dihydrochloride	1010 914 959
CID024964624	MK-2206, MK 2206, 1032350-13-2	817 939
CID024964624	MK-2206-Supplied by Selleck Chemicals	Selleck_Chemicals
CID024964624	MK2206	817 845 914 939 Comparative_Toxicogenomics_Database
CID024964624	MK2206, MK-2206	Selleck_Chemicals
CID024964624	MK2206;MK 2206;MK-2206 dihydrochloride	959
CID024964624	NCGC00186465-01	824 NCGC
CID024964624	NCGC00186465-02	NCGC
CID024964624	NCGC00186465-03	NCGC
CID024964624	PubChem22473	925
CID024964624	S1078_Selleck	Selleck_Chemicals
CID024964624	SureCN2027678	992
CID024964624	SureCN2030804	992
CID024964624	SureCN4286144	992
CID024964624	SureCN530721	992
CID024964624	Tox21_113368	824
CID024964624	X7427	1088
CID024964624	cas:1032350-13-2;MK 2206	959
CID024964624	cc-295	1061
CID024978538	A-855071.0	ChemIDplus
CID024978538	A-855071.3	ChEMBL ChemIDplus
CID024978538	A10937	813
CID024978538	AB1010838	732
CID024978538	ABP000127	1009
CID024978538	ABT 263	1096 914 ChemIDplus Comparative_Toxicogenomics_Database
CID024978538	ABT-263 - Navitoclax	914
CID024978538	ABT-263 Navitoclax	1061
CID024978538	ABT-263,Navitoclax	850
CID024978538	ABT-263-Supplied by Selleck Chemicals	Selleck_Chemicals
CID024978538	ABT263	914 925 967 Comparative_Toxicogenomics_Database
CID024978538	ABT263, Navitoclax	Selleck_Chemicals
CID024978538	ABT263, Navitoclax, 923564-51-6	817
CID024978538	AKOS015896297	AKos_Consulting_&_Solutions
CID024978538	BRD-K82746043-001-04-5	Broad_Institute
CID024978538	C528561	Comparative_Toxicogenomics_Database
CID024978538	CB11511	967
CID024978538	CHEMBL2105690	ChEMBL
CID024978538	CHEMBL443684	ChEMBL
CID024978538	CTK8E8268	1096
CID024978538	D09935	KEGG
CID024978538	D09936	KEGG
CID024978538	HY-10087	959
CID024978538	NCGC00188344-01	NCGC
CID024978538	NCGC00188344-02	NCGC
CID024978538	NCGC00188344-03	NCGC
CID024978538	Navitoclax	1010 1052 1088 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID024978538	Navitoclax (USAN/INN)	KEGG
CID024978538	Navitoclax HCl	ChemIDplus
CID024978538	Navitoclax [USAN:INN]	ChemIDplus
CID024978538	Navitoclax [USAN]	ChemIDplus
CID024978538	Navitoclax dihydrochloride	ChEMBL ChemIDplus
CID024978538	Navitoclax dihydrochloride (USAN)	KEGG
CID024978538	Navitoclax dihydrochloride [USAN]	ChemIDplus
CID024978538	Navitoclax hydrochloride	ChemIDplus
CID024978538	PubChem16672	925
CID024978538	RG-7433	Prous_Science_Drugs_of_the_Future
CID024978538	UNII-W8FZ00AY2S	ChemIDplus
CID024978538	UNII-XKJ5VVK2WD	ChemIDplus
CID024978538	X7535	1088
CID024978538	cc-344	1061
CID025262965	ABP000902	1009
CID025262965	AG-I-03420	940
CID025262965	AK109550	922
CID025262965	AZD 8055	1010 1052 1061 914 925 959 ChemIDplus
CID025262965	AZD 8055, AZD8055	Selleck_Chemicals
CID025262965	AZD 8055;1009298-09-2	939
CID025262965	AZD-8055	1010 914 959 ChEMBL ChemIDplus Prous_Science_Drugs_of_the_Future
CID025262965	AZD-8055 fumarate	ChemIDplus
CID025262965	AZD8055	814 817 850 914 939 ChemIDplus Comparative_Toxicogenomics_Database Selleck_Chemicals
CID025262965	AZD8055 fumarate	ChemIDplus
CID025262965	AZD8055-Supplied by Selleck Chemicals	Selleck_Chemicals
CID025262965	BCP9000367	924
CID025262965	C546624	Comparative_Toxicogenomics_Database
CID025262965	CHEMBL1801204	BindingDB ChEMBL
CID025262965	CS-0067	1010
CID025262965	CTK3J9362	1096
CID025262965	HY-10422	959
CID025262965	PubChem22586	925
CID025262965	S1555_Selleck	Selleck_Chemicals
CID025262965	SureCN298416	992
CID025262965	SureCN4408411	992
CID025262965	SureCN4408414	992
CID025262965	SureCN4408533	992
CID025262965	SureCN4408537	992
CID025262965	SureCN4408875	992
CID025262965	UNII-970JJ37FPW	ChemIDplus
CID025262965	UNII-R339J08R6U	ChemIDplus
CID025262965	X7420	1088
CID025262965	cc-79	1061
CID025227436	0XZ	MMDB
CID025227436	AZD 5363	1061
CID025227436	AZD5363	924
CID025227436	BCP0726000111	924
CID025227436	BCP9000365	924
CID025227436	SureCN390243	992
CID025227436	cc-638	1061
CID025262792	AZD 2014	1061
CID025262792	AZD-2014	1010 959
CID025262792	AZD2014	1010 959 Selleck_Chemicals
CID025262792	BCP9000362	924
CID025262792	CS-0701	1010
CID025262792	HY-15247	959
CID025262792	SureCN290672	992
CID025262792	cc-551	1061
CID044199317	SureCN77012	992
CID044609510	SureCN1557791	992
CID058423153	CHEMBL2048872	BindingDB ChEMBL
CID056649450	BYL 719; BYL719	959
CID056649450	BYL-719	1010 1061 959
CID056649450	BYL719	1010 959 Selleck_Chemicals
CID056649450	CS-0663	1010
CID056649450	HY-15244	959
CID056649450	cas:1217486-61-7;BYL-719	959
CID056649450	cc-697	1061
CID046244173	SureCN2517353	992
CID046244454	SureCN2511931	992
CID051039095	AZD-4547	914 ChEBI Prous_Science_Drugs_of_the_Future
CID051039095	AZD4547	850 914 Selleck_Chemicals
CID051039095	BCP9000364	924
CID051039095	CHEBI:63453	ChEBI
CID051039095	SureCN63884	992
CID052913929	SureCN1638635	992
CID056655374	SureCN517288	992
CID056842117	5-Fluorouracil / Folinic acid / irinotecan	ChemIDplus
CID056842117	C480833	Comparative_Toxicogenomics_Database
CID056842117	C480833000	ChemIDplus
CID056842117	FOLFIRI	ChemIDplus
CID056842117	FOLFIRI 1 protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842117	FOLFIRI protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842117	FOLFIRI regimen	ChemIDplus
CID056842117	FOLFIRI-cetuximab regimen	ChemIDplus
CID056842117	FOLinic acid-Fluorouracil-IRInotecan regimen	ChemIDplus
CID056842117	Folinic acid / 5-fluorouracil / irinotecan	ChemIDplus
CID056842117	IFL protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842117	IFL regimen	ChemIDplus
CID056842117	Irinotecan, Leucovorin and Fluorouracil mixture	ChemIDplus
CID056842117	S900006140	ChemIDplus
CID056842121	C410216	Comparative_Toxicogenomics_Database
CID056842121	C410216000	ChemIDplus
CID056842121	FOLFOX-4 protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842121	FOLFOX-6 protocol	Comparative_Toxicogenomics_Database
CID056842121	FOLFOX-7 protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842121	FOLFOX4 protocol	Comparative_Toxicogenomics_Database
CID056842121	Folfox	ChemIDplus
CID056842121	Folfox protocol	ChemIDplus Comparative_Toxicogenomics_Database
CID056842121	Folfox regimen	ChemIDplus Comparative_Toxicogenomics_Database
CID056973724	AZ 3146	1061 1096 817 914 939
CID056973724	AZ-3146	914
CID056973724	AZ3146	1010 914 959
CID056973724	AZ3146; 1124329-14-1	939
CID056973724	BCP9000349	924
CID056973724	CS-0883	1010
CID056973724	CTK8E8750	1096
CID056973724	HY-14710	959
CID056973724	NCGC00263090-01	NCGC
CID056973724	SureCN1782786	992
CID056973724	Y0290	1088
CID056973724	cc-583	1061
CID057519543	NCGC00263281-01	NCGC
CID057519543	SureCN12630672	992
CID068592449	SureCN3313928	992
