source	CELLLINES_Basal	CELLLINES_Basal_Rank	CELLLINES_Claudin-low	CELLLINES_Claudin-low_Rank	CELLLINES_ERBB2AMP	CELLLINES_ERBB2AMP_Rank	CELLLINES_Luminal	CELLLINES_Luminal_Rank	TCGA_Basal	TCGA_Basal_Rank	TCGA_ERBB2AMP	TCGA_ERBB2AMP_Rank	TCGA_Luminal	TCGA_Luminal_Rank	BOTH_Basal	BOTH_Luminal	BOTH_ERBB2
Insulin Receptor/Insulin (complex)	-0.439301501	1509	1.377163594	268	-0.213927183	1413	-0.856579773	1983	-3.259568641	2267	1.047470379	713	1.10077489	655	1888	1319	1063
VEGFB/NRP1 (complex)	1.210798492	497	1.291886664	308	0.362719828	444	-0.216280119	1540	0.079506033	1402	-0.438452405	1682	-1.534251366	1646	949.5	1593	1063
DKK1;DKK1/LRP6/KRM2 (complex);DKK1/LRP6/Kremen 2 (complex);DKK2/LRP6/Kremen 2 (complex);WNT1/FZD8/LRP6 (complex);WNT3A/FZD8/LRP6 (complex);LRP5/DKK1 (complex);WNT1/FZD1/LRP5 (complex)	-1.311860992	1971	-0.698005608	1830	-0.610029181	2009	2.087310405	122	-0.559316068	1617	2.723769483	119	-0.388510245	1194	1794	658	1064
APOE	0.062230867	1190	-1.808777152	2319	-0.386222806	1709	-0.067342548	1415	1.101154004	1015	1.674753095	419	-0.578279431	1279	1102.5	1347	1064
FASLG/FAS (trimer)/FADD/FADD (complex)	0.470815181	924	-1.7937706	2313	-0.429001888	1769	0.486786805	939	1.576686628	828	1.801293963	359	-2.066970976	1833	876	1386	1064
DLL1;Delta 1/NOTCHprecursor (complex)	0.20024385	1092	0.444876794	816	0.404792245	385	1.714633834	202	0.362229119	1302	-0.555302834	1744	-1.42319976	1615	1197	908.5	1064.5
PPM1D	-2.686318183	2338	-0.771511871	1882	-0.024238584	1045	0.917838918	585	-2.003071717	2028	0.452300833	1086	1.938421648	400	2183	492.5	1065.5
BLOC1S3	0.121662559	1154	-1.168844447	2093	0.78408995	119	1.015105813	528	-1.058964679	1779	-1.058955178	2013	-1.059301188	1462	1466.5	995	1066
APBB1IP	0.255780458	1056	-0.075487393	1275	-0.329194858	1610	0.521076376	901	1.460607257	883	1.421098076	522	-1.838040442	1759	969.5	1330	1066
Insulin-Zinc-Calcium Complex (complex)	0.098614412	1168	1.031480482	421	-0.495613434	1870	0.589064894	836	-0.077416085	1446	2.076356227	262	-2.105787299	1849	1307	1342.5	1066
BCL2A1;POU2F2	-0.66200473	1635	-0.652733524	1809	-0.562090638	1958	-0.460293249	1729	3.538471192	270	2.479224897	175	-2.697894751	2032	952.5	1880.5	1066.5
BDNF (dimer) (complex)	1.935194871	195	1.304447735	302	-0.025208519	1049	-0.404019665	1690	1.574950669	830	0.451428093	1087	-3.123418672	2139	512.5	1914.5	1068
IL2R beta/JAK1/LCK/SOCS3/SOCS2 (complex);SOCS2	-3.277709896	2395	-1.325678148	2168	0.206562984	650	1.902091098	165	-1.242575805	1830	-0.13086096	1487	1.847848963	422	2112.5	293.5	1068.5
P2RY5;P2Y5 receptor:LPA (complex)	-2.030357273	2217	-0.738371548	1859	-0.496070745	1872	-1.051150421	2087	2.053098794	671	2.05261115	267	2.070589556	376	1444	1231.5	1069.5
DHFR	-0.166004203	1348	0.216183005	1004	-0.30359345	1576	0.142222651	1234	1.098687118	1016	1.323459499	565	-1.161596825	1513	1182	1373.5	1070.5
NF kappa B1 p50/RelA (complex)	1.41229055	377	-0.307012622	1497	0.025482126	963	-0.13067149	1469	3.303005661	318	0.325439258	1180	-2.925111269	2095	347.5	1782	1071.5
F10;pro-factor X (complex)	1.163986269	515	0.242981788	972	0.235059883	600	-0.450037647	1722	0.366763104	1301	-0.233563677	1545	-1.179790777	1523	908	1622.5	1072.5
ADCYAP1R1	-0.554406915	1577	0.127210413	1106	0.708575694	155	1.218522927	413	-1.821059844	1991	-1.02391638	1991	0.576086317	832	1784	622.5	1073
TFDP2	1.563361631	318	-1.227084057	2125	0.303693401	509	-0.750689905	1923	1.677923532	796	-0.359662166	1637	-0.392332916	1197	557	1560	1073
Importin alpha/Importin beta/TPX2 (complex);TPX2	1.592984843	305	1.085239239	391	-0.519546331	1906	-0.437645197	1713	4.984845168	80	2.176355121	240	-5.54761602	2483	192.5	2098	1073
CRBP1/9-cic-RA (complex);RBP1	2.360369565	112	-0.888471525	1950	0.061519818	894	-0.134147272	1474	2.344354846	571	0.219825009	1253	-2.206236123	1881	341.5	1677.5	1073.5
CCNE1	0.226384952	1071	-0.842963449	1921	-0.454084172	1812	-3.486816492	2499	4.917571806	88	1.862365782	335	-3.9377302	2326	579.5	2412.5	1073.5
PEPCK	1.632865304	286	0.316083582	912	-0.45659181	1814	-1.129703485	2125	1.150736192	1001	1.862811433	334	1.750806896	459	643.5	1292	1074
E2F1;MAGE-G1/E2F1 (complex);Necdin/E2F1 (complex)	-0.496409906	1543	0.07802148	1145	-0.358417728	1650	0.801760113	674	0.076121995	1403	1.459827344	499	-0.383482254	1192	1473	933	1074.5
TNF;TNF/TNF R/FADD/TRADD/RIP/TRAF6 (complex)	-0.197252432	1373	-2.355405548	2417	-0.20643902	1396	-0.113018124	1453	5.033697122	78	0.998445594	754	-3.102477029	2131	725.5	1792	1075
RELA	-1.920154812	2191	1.650627428	186	0.136584547	769	0.257730389	1126	0.581323631	1229	0.026598662	1382	-1.636918376	1686	1710	1406	1075.5
ADIPOQ	-1.37315183	2000	-3.687072961	2492	1.563198793	13	1.884355741	170	-1.214603611	1820	-1.358996601	2140	2.167388841	353	1910	261.5	1076.5
SETD7	-1.049341435	1842	-0.524739968	1701	0.280552708	544	0.504919354	921	-2.657036933	2183	-0.333766324	1609	2.013278201	384	2012.5	652.5	1076.5
ABCB11	-1.056279875	1848	0.78533853	559	0.029761656	956	0.761066022	712	0.756410263	1158	0.301603236	1197	-1.575869119	1661	1503	1186.5	1076.5
PDGF/PDGFRA/Caveolin-3 (complex)	-1.846172138	2170	1.255615972	324	-0.289524326	1547	0.011954101	1344	-1.483369985	1906	1.242399129	607	-0.674334973	1309	2038	1326.5	1077
ALAS1	-1.096423443	1867	-0.047121972	1252	0.651518781	192	-0.586451596	1819	-2.220445307	2081	-0.963557867	1963	3.254405261	177	1974	998	1077.5
CXCL13	-1.698859094	2122	0.029351213	1190	-0.288595514	1543	-0.770938165	1937	0.07487187	1405	1.238685111	612	0.307606501	934	1763.5	1435.5	1077.5
CRTAM;CRTAM bound to NECL2 (complex)	2.84562556	54	0.170556679	1059	0.089324241	843	0.089426124	1272	0.592244463	1223	0.14395716	1312	-2.361916066	1933	638.5	1602.5	1077.5
NXF1	-0.00297853	1243	1.777086748	161	-0.161982671	1303	-0.370050089	1657	1.407208444	903	0.812537705	852	-2.089480724	1842	1073	1749.5	1077.5
PIK3C2G	-0.105395064	1305	-0.588011265	1751	0.030323788	954	1.373215183	341	3.369120318	306	0.293610342	1204	-3.808828187	2299	805.5	1320	1079
HOXA7	0.266115274	1049	0.77782742	566	0.539749289	262	1.138729851	464	-1.074885575	1784	-0.820581634	1897	-0.820157047	1357	1416.5	910.5	1079.5
Cyclin D1	-12.1690448	2516	-2.029234169	2353	0.180618901	695	0.964718869	559	-6.0547951	2453	-0.094143834	1465	3.747703585	122	2484.5	340.5	1080
NOTCH1 precursor/Deltex homolog 1 (complex)	-2.197147363	2259	-0.835894251	1915	0.462916638	329	1.173551713	439	-2.622086235	2173	-0.703989586	1833	2.221836989	341	2216	390	1081
NF1	-0.997249771	1817	-0.245290646	1440	0.383974487	412	-0.336388353	1622	-2.520929846	2153	-0.565092521	1752	2.568159036	281	1985	951.5	1082
BRCA1/BACH1/BARD1/TopBP1 (complex)	-0.402138158	1493	0.698387647	616	-0.214548392	1415	-0.516226901	1767	2.596350277	496	1.000016637	749	-3.267459189	2184	994.5	1975.5	1082
LRP5	0.209963369	1081	-0.682650063	1826	0.07444204	870	3.137923575	23	2.275626932	597	0.163733824	1295	-3.150493071	2158	839	1090.5	1082.5
DNAJC3	0.540251818	867	0.130336198	1104	0.83426051	103	-1.200253982	2157	0.374029947	1296	-1.169945467	2062	-0.714524778	1323	1081.5	1740	1082.5
1-Sep	-1.731629296	2133	-0.621853158	1774	-0.378853301	1694	0.343828979	1056	-0.8876295	1734	1.518427912	472	1.511492912	530	1933.5	793	1083
CLU	-2.169171752	2253	0.15979409	1074	0.515327387	285	1.321319914	357	-0.885057414	1733	-0.791507754	1882	1.113103113	650	1993	503.5	1083.5
GNAQ	-0.764016655	1685	-1.329868553	2170	-0.580042873	1982	-1.161392385	2140	2.48457784	522	2.427136176	185	3.361743831	160	1103.5	1150	1083.5
CAT;CHUK;FBXO32	0.738459445	731	-1.101140043	2068	0.732622442	143	-0.484711746	1747	-0.300368782	1525	-1.080834008	2024	0.43526498	895	1128	1321	1083.5
STUB1	-1.484986189	2047	-1.696591819	2281	0.377962018	421	3.354814166	19	-0.561015639	1618	-0.561044052	1747	-0.560012568	1270	1832.5	644.5	1084
MYBL2	-0.056750995	1277	-0.440078524	1627	-0.756699146	2159	0.824145104	654	1.065203495	1025	4.387283478	10	-2.304460595	1915	1151	1284.5	1084.5
diapedesis (abstract)	-9.401538874	2514	-2.153135855	2377	0.546968596	255	0.548589385	881	-1.839691643	1999	-0.851028957	1915	2.962690654	219	2256.5	550	1085
KIF2C	2.760455687	59	2.369457227	76	-0.558709067	1956	-2.404091481	2425	12.76404712	1	2.278632204	214	-7.260538904	2515	30	2470	1085
LRP1	-2.363526109	2283	-1.283177569	2153	-0.024706637	1047	1.681209299	212	-2.063211494	2041	0.40023862	1125	2.190865147	346	2162	279	1086
ACSS1	-2.372892334	2288	-0.20680759	1408	0.402549593	389	0.48251328	944	-4.045229323	2354	-0.612970931	1786	3.346776501	162	2321	553	1087.5
SNURF	-0.134459515	1331	-0.791796059	1889	-0.360654844	1657	-0.147262945	1487	1.423862776	895	1.423754685	518	1.42770536	554	1113	1020.5	1087.5
MIM/GLI1 (complex)	-2.511315129	2303	-1.190849355	2110	0.500499984	294	2.317409051	91	-2.460522909	2137	-0.792070555	1883	0.551558253	847	2220	469	1088.5
bile salts and acids complexed with FABP6 (complex)	-1.255303306	1946	0.126102989	1107	-0.224002179	1439	0.169016128	1209	-1.418333297	1892	1.010480224	745	1.484183896	537	1919	873	1092
MED24	-1.294299584	1962	-0.650454118	1805	-0.277924098	1517	-0.67852745	1874	-2.237839655	2087	1.13500692	667	1.856846599	419	2024.5	1146.5	1092
AP2M1	0.81146602	682	-1.482775964	2219	0.466410015	325	1.078736871	506	4.183935225	162	-0.760463049	1859	-2.448472164	1954	422	1230	1092
Ephrin A1/EPHA4 (complex);Ephrin A1/EPHA4/VAV2-VAV3 (complex)	0.308545402	1018	-0.502698165	1685	-0.177786831	1346	1.303198878	368	3.722298805	239	0.835780193	838	-3.401114519	2214	628.5	1291	1092
STAT1 (dimer)/Cbp/p300 (complex)	-0.540691807	1568	0.534921898	748	-0.435326553	1781	0.812000671	664	2.166469528	637	1.704641004	403	-3.288584994	2190	1102.5	1427	1092
TBX2	-3.848899702	2443	-0.409786978	1598	0.19267888	672	1.515159249	277	-2.732492668	2196	-0.185336334	1514	2.226169914	340	2319.5	308.5	1093
NOG	-0.955325811	1793	-0.341510926	1529	-0.183019224	1358	-0.21663114	1541	-0.948175201	1745	0.846234887	828	0.677910022	790	1769	1165.5	1093
MADCAM1	-2.539152478	2308	-0.400008946	1587	-0.687695856	2094	-1.376138608	2215	-1.276621816	1842	2.953199096	92	0.873987694	733	2075	1474	1093
MAP3K12	-4.970520244	2479	-1.57284065	2248	-0.089691494	1170	3.400627453	18	-6.908375965	2476	0.557308258	1017	4.024982928	103	2477.5	60.5	1093.5
IL18RAP	-0.486453171	1536	-0.313604291	1506	-0.194198931	1376	0.021740831	1335	1.758180894	770	0.881024731	811	-1.29427383	1568	1153	1451.5	1093.5
CD40;CD40/CD40L (trimer) (complex)	-0.498685861	1544	-0.609938879	1767	-0.09625125	1181	1.274723152	387	0.084215397	1400	0.567656523	1009	-0.611214897	1292	1472	839.5	1095
Docked Noradrenalin loaded synaptic vesicle (complex);Docked acetylcholine loaded Synaptic Vesicle (complex)	-4.852337394	2477	-1.246175708	2137	-0.131076794	1247	2.826662308	37	-4.459868048	2390	0.665144562	945	3.843459153	114	2433.5	75.5	1096
oxygen homeostasis (abstract)	1.252883952	467	-0.840562586	1919	0.302586847	512	0.381317023	1018	2.399633903	551	-0.433401731	1680	-2.077106129	1838	509	1428	1096
SLC11A1	-0.760754204	1684	1.784923002	160	-0.425024034	1762	0.475166816	951	3.425884356	291	1.628554268	430	-2.315575021	1920	987.5	1435.5	1096
MCM5	0.780464657	712	-0.396122213	1582	-0.591163791	1991	-0.307096409	1605	4.306176984	150	2.323683196	202	-4.160127146	2365	431	1985	1096.5
PKMYT1	-1.502440195	2050	0.654189231	652	-0.314739101	1593	-1.319986232	2199	3.518943775	275	1.249516487	600	-2.727916401	2042	1162.5	2120.5	1096.5
Myb/Cbp (complex)	0.070515099	1184	-2.579060166	2437	-0.083625845	1156	-3.546069523	2502	-0.831580372	1708	0.527645872	1038	1.774999368	448	1446	1475	1097
E2F1/DP/TopBP1 (complex)	1.663150245	278	-0.362488491	1544	-0.33353376	1622	0.230541686	1151	3.733319794	232	1.3024819	575	-4.153536723	2363	255	1757	1098.5
OLR1	1.109847122	540	-0.871407235	1937	-0.259033444	1494	-0.195426166	1527	0.456761102	1272	1.054910278	704	-0.143746392	1109	906	1318	1099
ACHE;ATF2/JUN (complex);HRK;COL24A1	-2.116634405	2239	-0.792838021	1890	-0.027105861	1052	-0.252727527	1570	1.387070998	908	0.378845752	1146	-0.764698348	1337	1573.5	1453.5	1099
RAB5A	0.230657417	1069	-0.457493692	1644	-0.240028331	1468	1.406016825	325	-1.466587204	1902	1.024295687	731	0.337543138	923	1485.5	624	1099.5
PTBP1	-0.860926935	1747	0.379673693	866	-0.683942745	2089	-1.394107844	2221	-1.661130994	1956	2.791765186	110	0.266602929	947	1851.5	1584	1099.5
GPR37	0.716104016	752	-1.555280938	2243	0.658079578	185	2.136642203	117	3.463727164	286	-1.062938916	2015	-3.224997238	2178	519	1147.5	1100
MEF2C/TIF2 (complex);NCOA2	-2.072783947	2226	-1.783283401	2307	0.258400636	571	2.008140534	139	-0.349255232	1544	-0.353707058	1632	0.590581935	827	1885	483	1101.5
MERTK;MERTK bound to its ligand (complex)	1.531153543	327	0.504327161	776	0.646971045	195	0.060116853	1290	3.191809148	347	-1.054382372	2008	-3.435300875	2221	337	1755.5	1101.5
IRAK1-P(n):TRAF6 (complex);TAK1/TAB1/TAB2 (complex);SITPEC;TRAF6	0.805057715	691	-0.482430594	1666	0.076334968	865	-0.142025762	1480	-0.218714205	1498	0.097991967	1340	-0.116946073	1104	1094.5	1292	1102.5
XRCC6	1.385133602	391	0.620834395	673	-0.713438167	2121	-0.022470004	1380	2.008752163	686	3.024815585	85	-3.691624372	2274	538.5	1827	1103
F VIIa_0-0;F Xa/TF/F VIIa (complex)	4.846911515	9	-0.071083542	1268	0.326363454	479	-1.484780155	2256	2.312226559	586	-0.51353376	1727	-2.786507707	2059	297.5	2157.5	1103
ACh/CHRNA1 (complex);CHRNA1;DUSP6;CAPN2;KSR/14-3-3 (complex);MSK1-2-active;KSR;sELK1;RUNX2;ERK1-2-active;macrophage activation (abstract);cell cycle (abstract);endothelial cell morphogenesis (abstract);regulation of cell adhesion (abstract);regulation of vascular smooth muscle contraction (abstract);ZFP36;natural killer cell mediated cytotoxicity (abstract);Tumor Cell Invasion (abstract);uPA	1.184105755	505	-0.643979649	1801	0.141693697	759	-2.107946604	2394	-0.01037186	1428	-0.065485009	1448	-0.083213185	1093	966.5	1743.5	1103.5
SNRPF	-5.542032387	2492	-0.168668359	1376	-0.132784341	1251	1.730443617	197	1.154400707	999	0.651424854	957	-0.660916203	1304	1745.5	750.5	1104
CaM/Ca2+/CAMKIIB/ASK1 (complex);MAP3K5;MEK3/MEK6	0.102681049	1167	0.37980429	865	-0.695460196	2100	-1.515396876	2270	2.289768276	593	2.793960403	108	-2.212810328	1884	880	2077	1104
RAS:RAF (complex);RAS:RAF:14-3-3 (complex)	0.332362143	1001	-0.893726015	1956	0.14757355	748	-0.142411818	1481	-1.758999243	1982	-0.092030839	1462	1.26324208	603	1491.5	1042	1105
C4BPB	-1.832675516	2167	0.122198574	1110	-0.309372515	1585	0.186787914	1194	-0.899121941	1738	1.207059534	626	0.412587602	899	1952.5	1046.5	1105.5
CRB3:PALS1:PATJ complex (complex)	1.761980213	245	0.205614407	1021	0.039242545	936	-0.85036316	1981	-1.718045939	1972	0.194509741	1275	0.949720758	710	1108.5	1345.5	1105.5
GORASP1	-0.265647997	1414	0.747545559	588	0.006395289	985	-0.393930097	1678	2.494674213	521	0.253815829	1226	-2.705652754	2034	967.5	1856	1105.5
OPRK1	-0.716025277	1662	0.499144653	782	-0.204580104	1393	-0.384091071	1672	4.035848983	185	0.859264883	819	-2.583947039	1991	923.5	1831.5	1106
TBCD	-0.462830583	1524	0.582505266	702	0.037385077	941	0.850015856	629	-1.86697222	2006	0.195249263	1273	0.624862264	813	1765	721	1107
TNFSF11	-0.677599642	1642	-0.486038398	1670	0.13599742	770	0.595336418	831	0.783615618	1147	-0.061140983	1444	-0.785774426	1346	1394.5	1088.5	1107
TBX21	-1.601617919	2091	-2.301115391	2405	-0.363127654	1664	1.277005527	386	2.257708497	605	1.342795674	552	-0.994320187	1434	1348	910	1108
CNTN6	-0.79292937	1708	0.738055217	592	-0.16448141	1310	1.174961165	437	0.509929005	1259	0.732720098	906	-0.926648702	1401	1483.5	919	1108
Acetylated SL1 (complex);SL1 (complex)	2.181157496	141	1.262061517	321	-0.054250736	1099	0.123153505	1250	4.455827426	135	0.412071322	1117	-5.45042826	2476	138	1863	1108
Telomerase (complex);Telomerase/911 (complex)	-0.593731495	1597	0.754594996	583	-0.420493431	1756	0.694819126	757	-0.6842822	1660	1.549305974	461	-0.513612378	1248	1628.5	1002.5	1108.5
RELN/LRP8 (complex)	1.077221231	556	0.84662259	525	-0.346380549	1636	-2.075365564	2391	5.463074758	57	1.287610369	582	-5.115140774	2457	306.5	2424	1109
PPP5C	0.175818836	1108	-0.516605323	1695	-0.374899326	1685	-0.071852511	1420	0.432509864	1277	1.38176661	534	-0.822668167	1361	1192.5	1390.5	1109.5
IRF5	0.915562076	639	-2.653498448	2445	-0.068133014	1132	1.33139125	354	1.525992926	848	0.451251932	1088	-2.041299882	1823	743.5	1088.5	1110
GINS1	-1.669191809	2112	0.158826517	1076	-0.533445846	1926	0.683223889	764	1.307886004	941	1.960192882	295	-1.164134829	1517	1526.5	1140.5	1110.5
PTF1A	0.038444612	1208	-0.787603684	1887	0.161761619	721	2.284816355	94	-0.636830439	1638	-0.158624102	1501	-0.452360305	1218	1423	656	1111
FOXF1	0.613997927	822	1.704904042	173	0.093204374	837	1.390842064	332	4.284721693	151	0.022927063	1385	-5.701185215	2492	486.5	1412	1111
AURKAIP1	1.320770572	425	-0.383969763	1569	-0.370844465	1678	-0.857039233	1985	2.134816907	647	1.361021393	545	-2.287209543	1909	536	1947	1111.5
TCR/CD3/MHC II/CD4 (complex)	-0.005464622	1245	-0.11995451	1328	-0.042787026	1082	-0.203083154	1535	0.942330731	1078	0.387362526	1142	-0.970492486	1417	1161.5	1476	1112
DTNBP1	0.269851601	1046	-0.97058389	2003	0.38516862	411	-0.080104503	1426	3.269636664	328	-0.664696175	1814	-0.874152527	1379	687	1402.5	1112.5
SNTA1	0.342347134	994	0.834010317	535	-0.181617542	1351	-0.173146758	1506	-1.400941816	1884	0.779865741	875	0.518012327	862	1439	1184	1113
Alpha v beta 3:BSP II complex (complex);IBSP	-1.83696032	2168	0.02240917	1195	-0.016005832	1026	0.148856633	1223	-0.047596971	1438	0.295929978	1201	0.52153091	860	1803	1041.5	1113.5
TREM-1 bound to its ligand (complex);TREM1	1.834889044	224	-1.042807046	2042	-0.064427198	1121	-0.091149029	1436	4.019132955	187	0.428596232	1107	-3.127443596	2142	205.5	1789	1114
HBX	-2.172958843	2254	-0.655810971	1811	-0.414958425	1749	-1.289741452	2191	-2.566689811	2159	1.498527858	481	3.640771066	134	2206.5	1162.5	1115
APPL1;GSK3A;FOXO1-3a-4/14-3-3 family (complex);AKT1;FOXO1-3a-4-inactive;FOXO3A;FOXO1-3a-4;FOXO6;Forkhead Transcription Factors;MLLT7;PFK;SOD/catalase (complex);negative regulation of caspase activity (abstract);RNF41;USP8	-3.085009744	2381	0.857233556	520	0.659379191	183	0.667742135	773	2.349125606	569	-1.143517355	2048	-2.154979473	1864	1475	1318.5	1115.5
LRP2	-1.00530245	1823	0.373415506	873	0.230778571	608	1.163031207	446	0.042720313	1415	-0.341816979	1625	-1.024083246	1450	1619	948	1116.5
ELMO1	-0.545672324	1573	1.266433265	318	1.16179517	39	1.767182093	190	-0.918910738	1741	-1.511998875	2196	-0.835519877	1365	1657	777.5	1117.5
GATA1/HDAC3 (complex)	-2.745706488	2343	0.7503291	587	0.167844872	711	-0.303894579	1602	0.19055082	1362	-0.211081317	1528	-0.50211444	1241	1852.5	1421.5	1119.5
TMEFF2	-0.970157691	1804	-1.179474984	2098	-0.221388683	1433	1.519697655	275	-1.828169466	1994	0.887288497	807	1.895211598	412	1899	343.5	1120
IL6R	0.107149411	1164	-1.04310316	2043	-0.015512748	1025	-0.041070342	1392	3.249161775	335	0.280586555	1215	-1.738177833	1726	749.5	1559	1120
JMJD2C	-0.530791385	1562	0.746518	589	-0.3819875	1702	-2.37621838	2420	1.369751097	918	1.367096987	541	1.372311572	572	1240	1496	1121.5
PEBP1	-1.094983906	1866	-1.224538264	2124	0.133613929	774	1.264533468	395	-2.471999797	2139	-0.102875316	1470	1.767041908	451	2002.5	423	1122
E2F1/DP/HDAC1 (complex)	0.79944844	693	-1.244031418	2135	-0.432828895	1778	0.482823277	943	0.142873233	1376	1.528230132	467	-1.423844765	1616	1034.5	1279.5	1122.5
TFE3	-0.432033021	1507	2.100552503	103	-0.621226166	2028	-0.132849965	1471	2.324947999	577	2.2524927	218	-2.13459825	1857	1042	1664	1123
CaM/Ca2+/Calcineurin A alpha-beta B1 (complex)	0.936970787	628	0.873081898	509	0.5190963	279	-0.861238026	1987	0.992366924	1055	-0.976106026	1967	-1.405284875	1610	841.5	1798.5	1123
TGF-beta/TGF-beta-R1/TGF-beta-R2 (complex)	1.61318507	295	2.136227669	99	-0.444107814	1796	-1.638214057	2304	0.614984646	1215	1.57481017	451	-2.780487025	2056	755	2180	1123.5
TYMS	1.934516784	196	3.282514333	26	-0.446998235	1803	-2.806148392	2465	5.592199635	56	1.597671051	444	-3.584870573	2250	126	2357.5	1123.5
GPC1/VEGF165 homodimer/VEGFR1 homodimer (complex)	0.550389912	860	1.617695519	195	-0.379022504	1695	-0.175403589	1509	1.016335784	1042	1.337588695	554	-2.147275589	1861	951	1685	1124.5
GATA1/Fog1 (complex)	-1.123543242	1884	1.370154048	272	-0.147643174	1277	-0.001772684	1359	3.939246574	200	0.62840925	972	-2.689930484	2028	1042	1693.5	1124.5
CCR6:CCL20 (complex)	-1.396821964	2011	1.503151466	227	-0.212673002	1409	-0.096319852	1442	3.188784463	349	0.830925744	841	-3.203636859	2172	1180	1807	1125
HES1	1.729799386	257	-2.30671535	2408	0.659456064	182	1.406043384	324	-0.745558781	1679	-1.184796587	2069	0.5118686	865	968	594.5	1125.5
MYB	0.233963782	1067	-3.015416372	2470	-0.373510532	1683	-1.040103521	2083	2.307059355	588	1.308497215	574	-0.954617407	1409	827.5	1746	1128.5
UGCGL1	0.808604512	687	-0.046683083	1250	0.039993952	935	-0.534946164	1778	0.125281523	1385	0.125290637	1323	0.12496015	1012	1036	1395	1129
DVL3	1.526726676	329	-2.229969813	2393	0.562890482	238	1.630741088	232	4.872954166	93	-1.073160291	2021	-2.86285989	2080	211	1156	1129.5
MAP3K13	0.902404681	649	0.161012323	1071	0.206272164	652	0.13867304	1236	4.166276976	165	-0.329682126	1607	-3.75988389	2286	407	1761	1129.5
