CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
NCI-H1975,ADAM17,ERBB,3,10,1.482000309,1.2056708,0,10,10,69.80005438,NA,1,ADAM17.ERBB
NCI-H2085,ADAM17,ERBB,3,10,0.16831881,0.3580317,29.78293574,10,0.3098552,26.69357522,NA,1,ADAM17.ERBB
NCI-H2170,ADAM17,ERBB,3,10,0.162068134,2.1143269,34.61165464,0.40323766,10,89.86629585,NA,1,ADAM17.ERBB
NCI-H2228,ADAM17,ERBB,3,10,3,0.220334,48.34530661,7.102509547,0.3827966,0,NA,1,ADAM17.ERBB
NCI-H226,ADAM17,ERBB,3,10,3,0.6827967,79.68117479,10,0.3157941,69.2013757,NA,1,ADAM17.ERBB
NCI-H2291,ADAM17,ERBB,3,10,3e-04,0.1,86.62254811,3.421829858,0.8189923,80.25292022,NA,1,ADAM17.ERBB
NCI-H23,ADAM17,ERBB,3,10,3,0.5643188,43.33111145,10,0.6366928,68.06849851,NA,1,ADAM17.ERBB
NCI-H358,ADAM17,ERBB,3,10,0.276883428,1.0987369,49.32080732,1,0,100,NA,1,ADAM17.ERBB
NCI-H520,ADAM17,ERBB,3,10,3,10,85.40032518,0.387524383,10,92.93347791,NA,1,ADAM17.ERBB
NCI-H522,ADAM17,ERBB,3,10,0.09483604,0.8450611,63.54047356,10,0.3983708,32.93554291,NA,1,ADAM17.ERBB
NCI-H838,ADAM17,ERBB,3,10,3,0.6975519,64.45331592,10,0.9388113,77.49810939,NA,1,ADAM17.ERBB
SW900,ADAM17,ERBB,3,10,0.280027053,0.4851775,57.91668845,10,0.4565549,55.9063569,NA,1,ADAM17.ERBB
BT-20,AKT_1,ERBB,1,3,0.012319052,0.9727646,78.44438676,1.265521071,1.0646432,28.28493685,NA,1,AKT_1.ERBB
BT-474,AKT_1,ERBB,1,1,0.091830337,1.1243191,0,0.158754891,1.7115905,9.29236669,NA,1,AKT_1.ERBB
BT-549,AKT_1,ERBB,1,1,0.225011591,2.4816754,90.9672988,0.411336857,0.9966951,28.58737483,NA,1,AKT_1.ERBB
CAL-120,AKT_1,ERBB,1,1,1,0,100,1,10,91.40003067,NA,1,AKT_1.ERBB
CAL-148,AKT_1,ERBB,1,1,1,0,100,0.27009669,1.0375658,1.71253213,NA,1,AKT_1.ERBB
CAL-51,AKT_1,ERBB,1,1,1,10,73.20003073,0.50079728,1.770737,62.1026266,NA,1,AKT_1.ERBB
CAMA-1,AKT_1,ERBB,1,1,1,0,100,0.306111484,10,54.199453,NA,1,AKT_1.ERBB
DU-4475,AKT_1,ERBB,1,1,1,0,100,0.170414065,1.9542779,1.7900603,NA,1,AKT_1.ERBB
HCC1143,AKT_1,ERBB,1,1,0.015172729,0.7285849,60.2486643,0.350892791,0.5549796,57.13496613,NA,1,AKT_1.ERBB
HCC1187,AKT_1,ERBB,3,3,1,0,100,1,0,100,NA,1,AKT_1.ERBB
HCC1395,AKT_1,ERBB,3,3,3,0.4494433,29.50011363,0.710855672,3.1423607,43.89809979,NA,1,AKT_1.ERBB
HCC1419,AKT_1,ERBB,1,1,0.278325624,10,33.29981369,0.10342944,2.0694848,40.71332077,NA,1,AKT_1.ERBB
HCC1428,AKT_1,ERBB,1,1,1e-04,0.1,80.75092888,0.017220303,10,89.11826915,NA,1,AKT_1.ERBB
HCC1569,AKT_1,ERBB,3,3,3,0.5950505,51.63551738,1.520079384,0.5651352,0,NA,1,AKT_1.ERBB
HCC1806,AKT_1,ERBB,1,1,1,0,100,0.335963456,1.9916825,29.20597618,NA,1,AKT_1.ERBB
HCC1937,AKT_1,ERBB,1,1,0.008034325,1.2869043,79.33830183,1,0.615462,49.0210481,NA,1,AKT_1.ERBB
HCC1954,AKT_1,ERBB,3,3,0.190458358,0.7931191,24.83156069,1.155635327,1.8756159,20.18349906,NA,1,AKT_1.ERBB
HCC38,AKT_1,ERBB,1,1,0.01102811,10,88.64992438,1e-04,0.1,92.25947536,NA,1,AKT_1.ERBB
HCC70,AKT_1,ERBB,3,3,0.081311083,1.0947126,26.77794725,0.117846374,1.4567694,29.69444322,NA,1,AKT_1.ERBB
Hs-578-T,AKT_1,ERBB,1,1,0.280753303,10,84.99969921,0.859369757,0.6225787,0,NA,1,AKT_1.ERBB
MCF7,AKT_1,ERBB,1,1,1,0,100,0.085659208,1.7747657,43.7879535,NA,1,AKT_1.ERBB
MDA-MB-157,AKT_1,ERBB,3,3,3,0.8133193,34.8656,3,0.2707217,49.59894151,NA,1,AKT_1.ERBB
MDA-MB-231,AKT_1,ERBB,1,1,1,0,100,0.253874387,10,81.69974024,NA,1,AKT_1.ERBB
MDA-MB-361,AKT_1,ERBB,1,1,1,0.5032772,23.20843135,0.10041355,1.2211018,17.64199263,NA,1,AKT_1.ERBB
MDA-MB-415,AKT_1,ERBB,3,3,1,0,100,0.292347959,0.9023645,28.66346973,NA,1,AKT_1.ERBB
MDA-MB-436,AKT_1,ERBB,3,3,3,0.8057031,76.2530092,3,0.2676885,55.53725844,NA,1,AKT_1.ERBB
MDA-MB-453,AKT_1,ERBB,3,3,3,0.8407261,14.64662666,0.399531343,1.1530077,31.85519986,NA,1,AKT_1.ERBB
MDA-MB-468,AKT_1,ERBB,3,3,0.040650223,0.4247385,42.91576647,0.08075701,0.782145,59.30717999,NA,1,AKT_1.ERBB
MFM-223,AKT_1,ERBB,1,1,0.245470923,4.3153107,92.18282727,0.262761671,0.9337734,6.62057304,NA,1,AKT_1.ERBB
M14,AKT_1,ERBB,1,1,0.161165296,6.2626979,43.38360369,0.23314256,10,87.69290851,NA,1,AKT_1.ERBB
T47D,AKT_1,ERBB,1,1,0.001720245,0.5935876,79.69250115,0.015197126,2.2587818,60.7986257,NA,1,AKT_1.ERBB
UACC-812,AKT_1,ERBB,1,1,1e-04,0.1048784,3.42529594,0.279383666,10,92.09984351,NA,1,AKT_1.ERBB
647-V,BCL2_BCL2L1,ERBB,0.1,3,0.086985476,1.4713748,72.61754603,1.005921502,0.8465364,53.56074105,NA,1,BCL2_BCL2L1.ERBB
BFTC-905,BCL2_BCL2L1,ERBB,3,3,3e-04,0.1,65.22581485,0.073552938,0.7068988,69.19946989,NA,1,BCL2_BCL2L1.ERBB
BT-20,BCL2_BCL2L1,ERBB,1,1,0.15108379,4.4375631,76.45837635,1,1.9279477,56.0687221,NA,1,BCL2_BCL2L1.ERBB
BT-549,BCL2_BCL2L1,ERBB,1,1,1,1.554179,74.90430951,1,0.2773733,56.26778682,NA,1,BCL2_BCL2L1.ERBB
CAL-120,BCL2_BCL2L1,ERBB,1,1,1,0,100,0.09186283,1.2333007,35.55136552,NA,1,BCL2_BCL2L1.ERBB
CAL-148,BCL2_BCL2L1,ERBB,1,1,1,0,100,0.314010921,10,47.39949885,NA,1,BCL2_BCL2L1.ERBB
CAL-51,BCL2_BCL2L1,ERBB,1,1,1,0.8702176,71.88292106,1,0.4878564,61.93335844,NA,1,BCL2_BCL2L1.ERBB
CAMA-1,BCL2_BCL2L1,ERBB,1,1,1,0,100,0.191192278,0.8389051,86.76126109,NA,1,BCL2_BCL2L1.ERBB
DU-4475,BCL2_BCL2L1,ERBB,1,1,0.096297088,10,94.10008142,1e-04,1.251347,0.0969295,NA,1,BCL2_BCL2L1.ERBB
HCC1143,BCL2_BCL2L1,ERBB,1,1,0.0118942,0.7037808,58.75015677,0.417309247,1.0656153,46.10507765,NA,1,BCL2_BCL2L1.ERBB
HCC1187,BCL2_BCL2L1,ERBB,1,1,0.042978793,0.5357195,89.45954168,1e-04,0.1,92.69510854,NA,1,BCL2_BCL2L1.ERBB
HCC1395,BCL2_BCL2L1,ERBB,1,1,0.432052418,10,36.98572077,0.042412815,1.0350295,88.99110275,NA,1,BCL2_BCL2L1.ERBB
HCC1428,BCL2_BCL2L1,ERBB,1,1,1,0.6814527,67.10643041,0.100815556,0.9329401,2.61768307,NA,1,BCL2_BCL2L1.ERBB
HCC1806,BCL2_BCL2L1,ERBB,1,1,1,0,100,1,0,100,NA,1,BCL2_BCL2L1.ERBB
HCC1937,BCL2_BCL2L1,ERBB,1,1,0.005641005,1.4687696,82.22496028,1,0.7336298,45.70595434,NA,1,BCL2_BCL2L1.ERBB
HCC38,BCL2_BCL2L1,ERBB,1,1,1e-04,0.1,78.93499845,0.179935318,2.9766195,8.17288377,NA,1,BCL2_BCL2L1.ERBB
Hs-578-T,BCL2_BCL2L1,ERBB,1,1,1e-04,0.1,94.27292451,1,0.4633705,46.94731274,NA,1,BCL2_BCL2L1.ERBB
HT-1197,BCL2_BCL2L1,ERBB,3,3,1,0,100,1,0,100,NA,1,BCL2_BCL2L1.ERBB
HT-1376,BCL2_BCL2L1,ERBB,1,3,0.221013308,0.8289036,32.78691522,1.677535671,1.1766019,42.00868108,NA,1,BCL2_BCL2L1.ERBB
J82,BCL2_BCL2L1,ERBB,3,3,0.035942735,2.7930993,84.12000796,3,0.3864818,37.70106048,NA,1,BCL2_BCL2L1.ERBB
MDA-MB-157,BCL2_BCL2L1,ERBB,1,1,1,0.5457916,58.17025773,0.265508685,10,88.99807156,NA,1,BCL2_BCL2L1.ERBB
MDA-MB-231,BCL2_BCL2L1,ERBB,1,1,1,0,100,0.969124315,0.9054411,23.08797564,NA,1,BCL2_BCL2L1.ERBB
MDA-MB-436,BCL2_BCL2L1,ERBB,1,1,0.178446326,10,89.02961302,0.376459964,1.9537364,85.79064689,NA,1,BCL2_BCL2L1.ERBB
MDA-MB-453,BCL2_BCL2L1,ERBB,1,1,0.2909567,10,49.29969214,0.305961423,10,84.69986031,NA,1,BCL2_BCL2L1.ERBB
MDA-MB-468,BCL2_BCL2L1,ERBB,1,1,0.055669451,1.7011546,89.88231896,0.369843372,1.0980981,51.93614484,NA,1,BCL2_BCL2L1.ERBB
MFM-223,BCL2_BCL2L1,ERBB,1,1,1,0.2539485,94.40378304,1,1.1779119,24.37742011,NA,1,BCL2_BCL2L1.ERBB
M14,BCL2_BCL2L1,ERBB,1,1,0.248890308,10,42.9876688,0.091537266,0.6581318,0,NA,1,BCL2_BCL2L1.ERBB
SW780,BCL2_BCL2L1,ERBB,3,0.3,3,0.3950621,52.54307713,0.015650928,0.8103312,13.82821337,NA,1,BCL2_BCL2L1.ERBB
T-24,BCL2_BCL2L1,ERBB,3,0.3,3,10,71.40019663,1,0,100,NA,1,BCL2_BCL2L1.ERBB
TCCSUP,BCL2_BCL2L1,ERBB,3,3,0.029225359,1.1956355,89.0360998,1.019939141,10,87.79972997,NA,1,BCL2_BCL2L1.ERBB
UM-UC-3,BCL2_BCL2L1,ERBB,3,3,1.110698311,10,81.09908502,0.299102412,0.9907921,45.0925345,NA,1,BCL2_BCL2L1.ERBB
BT-474,ERBB,ESR1_2,1,1,1,0.1976282,22.05379018,0.090425425,1.1938994,0,NA,1,ERBB.ESR1_2
CAMA-1,ERBB,ESR1_2,1,1,1e-04,0.1,92.28080649,1e-04,0.1,84.25023847,NA,1,ERBB.ESR1_2
HCC1419,ERBB,ESR1_2,1,1,0.017502658,3.5965569,87.75519829,0.153869579,1.6878972,20.29407152,NA,1,ERBB.ESR1_2
HCC1500,ERBB,ESR1_2,1,1,0.007317947,3.4189809,42.08233767,0.202373716,10,91.92420933,NA,1,ERBB.ESR1_2
MCF7,ERBB,ESR1_2,1,1,0.048133388,0.2142059,47.13040305,1,0.5921701,86.16522581,NA,1,ERBB.ESR1_2
MDA-MB-361,ERBB,ESR1_2,1,1,0.004672016,1.3722033,85.00671351,0.207927371,0.8731095,50.89642122,NA,1,ERBB.ESR1_2
T47D,ERBB,ESR1_2,1,1,1e-04,0.1,43.92266403,0.078015155,10,91.54958682,NA,1,ERBB.ESR1_2
UACC-812,ERBB,ESR1_2,1,1,1e-04,0.1,76.97521477,1e-04,0.1037058,0,NA,1,ERBB.ESR1_2
BT-474,ERBB,ESR1_3,1,1,0.008075513,1.5234919,32.86411795,0.086728151,1.236901,0,NA,1,ERBB.ESR1_3
CAMA-1,ERBB,ESR1_3,1,1,1,0.1453987,71.59139056,1,0.4403351,66.90324833,NA,1,ERBB.ESR1_3
HCC1419,ERBB,ESR1_3,1,1,0.165360368,10,86.75356381,0.15502122,2.5471236,26.21347941,NA,1,ERBB.ESR1_3
HCC1500,ERBB,ESR1_3,1,1,0.017824683,1.2246555,9.00181201,0.000467015,0.1,93.31358292,NA,1,ERBB.ESR1_3
MCF7,ERBB,ESR1_3,1,1,0.242107389,3.3844632,74.78912096,1,0.4910353,86.13801178,NA,1,ERBB.ESR1_3
MDA-MB-361,ERBB,ESR1_3,1,1,0.042181157,0.9788639,62.51435199,0.166518442,2.3727931,64.59167854,NA,1,ERBB.ESR1_3
T47D,ERBB,ESR1_3,1,1,0.109508124,10,64.84939621,0.025466199,10,93.19878743,NA,1,ERBB.ESR1_3
UACC-812,ERBB,ESR1_3,1,1,1,0,100,1e-04,0.1040655,0,NA,1,ERBB.ESR1_3
COLO-205,ERBB,FOLFOX,0.1,3,0.1,0.4500593,0.69620136,1,0,100,NA,1,ERBB.FOLFOX
NCI-H747,ERBB,FOLFOX,1,3,0.881251007,0.4377971,0,3,0.3733575,6.53584087,NA,1,ERBB.FOLFOX
HCT-116,ERBB,FOLFOX,0.3,3,0.097833255,10,11.09874387,1,0,100,NA,1,ERBB.FOLFOX
LS-513,ERBB,FOLFOX,0.1,3,0.036807892,2.5742944,0,0.223531909,0.7903572,31.63311037,NA,1,ERBB.FOLFOX
SW48,ERBB,FOLFOX,0.3,3,0.061510743,2.4429867,7.14282942,0.023488902,0.1902749,0,NA,1,ERBB.FOLFOX
SW620,ERBB,FOLFOX,3,3,0.282252954,1.4386863,4.62914766,1,0,100,NA,1,ERBB.FOLFOX
SW837,ERBB,FOLFOX,1,3,0.101045071,1.5736674,28.72330817,1,0,100,NA,1,ERBB.FOLFOX
647-V,ERBB,HSP90,3,0.1,0.130686339,4.0280241,3.57252448,0.097021219,1.0158424,50.30874862,NA,1,ERBB.HSP90
BFTC-905,ERBB,HSP90,3,3,0.085847231,3.2842392,2.95613715,0.593126465,10,93.13897097,NA,1,ERBB.HSP90
BT-474,ERBB,HSP90,1,1,0.044803923,2.3720759,5.65076461,0.09125685,1.2800777,0,NA,1,ERBB.HSP90
CAMA-1,ERBB,HSP90,1,1,0.173752317,1.1848688,7.84323835,1,0,100,NA,1,ERBB.HSP90
HCC1419,ERBB,HSP90,1,1,0.082165439,1.696743,13.77162223,0.257892446,4.674425,28.77465584,NA,1,ERBB.HSP90
HCC1500,ERBB,HSP90,1,1,0.06129417,2.3570949,0,0.001395767,0.4625169,93.1446268,NA,1,ERBB.HSP90
HT-1197,ERBB,HSP90,3,3,0.125519775,1.7348287,22.04806265,1,0,100,NA,1,ERBB.HSP90
HT-1376,ERBB,HSP90,3,1,0.068050434,1.5368538,12.46563956,0.04486316,0.5855096,36.39450528,NA,1,ERBB.HSP90
J82,ERBB,HSP90,3,3,0.104129238,1.9087454,13.86401131,0.103223498,10,92.16672161,NA,1,ERBB.HSP90
MCF7,ERBB,HSP90,1,1,0.02868267,2.9412524,10.32507572,1,0.5890182,79.5285962,NA,1,ERBB.HSP90
MDA-MB-361,ERBB,HSP90,1,1,0.109933245,2.3245587,6.00537747,1,0.5405867,26.10784535,NA,1,ERBB.HSP90
SW780,ERBB,HSP90,0.3,3,0.256217107,2.7525065,0,1,0,100,NA,1,ERBB.HSP90
T-24,ERBB,HSP90,0.3,3,0.094008829,10,7.49908231,3,10,68.20004065,NA,1,ERBB.HSP90
T47D,ERBB,HSP90,1,1,0.073520269,5.0738304,23.98080671,0.018223489,1.5315969,88.91052359,NA,1,ERBB.HSP90
TCCSUP,ERBB,HSP90,0.3,3,0.132012016,2.4126991,5.20328089,0.026294196,1.5770808,89.72928221,NA,1,ERBB.HSP90
UACC-812,ERBB,HSP90,1,1,0.031150679,10,0,0.000170057,0.1143297,0,NA,1,ERBB.HSP90
UM-UC-3,ERBB,HSP90,0.3,3,0.114673496,10,13.19421881,1.181177083,10,73.59763659,NA,1,ERBB.HSP90
VM-CUB-1,ERBB,HSP90,0.3,3,0.155658767,3.0525754,0,3,0.6497882,38.57011742,NA,1,ERBB.HSP90
BT-474,ERBB,MAP2K_RAF,1,1,0.260576791,2.0074418,71.31818111,0.090926104,1.2016346,0,NA,1,ERBB.MAP2K_RAF
CAMA-1,ERBB,MAP2K_RAF,1,1,0.183793324,10,85.05780098,0.051170831,10,58.38042619,NA,1,ERBB.MAP2K_RAF
HCC1419,ERBB,MAP2K_RAF,1,1,0.322676504,0.732971,51.27975977,0.160521102,1.6161825,20.23867382,NA,1,ERBB.MAP2K_RAF
HCC1500,ERBB,MAP2K_RAF,1,1,0.456344116,0.9439558,46.46820867,1e-04,0.1,79.58037355,NA,1,ERBB.MAP2K_RAF
MCF7,ERBB,MAP2K_RAF,1,1,0.676485011,0.7446626,56.71311916,1,1.8279583,72.49263167,NA,1,ERBB.MAP2K_RAF
MDA-MB-361,ERBB,MAP2K_RAF,1,1,0.071302054,1.4451863,89.30132796,0.356646727,0.7823034,43.78632438,NA,1,ERBB.MAP2K_RAF
T47D,ERBB,MAP2K_RAF,1,1,0.099328263,0.4812673,66.67014648,0.01548985,4.7791275,88.20430352,NA,1,ERBB.MAP2K_RAF
UACC-812,ERBB,MAP2K_RAF,1,1,1,0.3644616,79.46533267,1e-04,0.1169692,1.38193315,NA,1,ERBB.MAP2K_RAF
BT-474,ERBB,MTOR_5,1,1,1e-04,0.1,8.2213417,0.099142396,1.3733233,0,NA,1,ERBB.MTOR_5
HCC1419,ERBB,MTOR_5,1,1,1,0.1034073,1.68881706,0.181189891,2.4607054,24.79652468,NA,1,ERBB.MTOR_5
HCC1500,ERBB,MTOR_5,1,1,1e-04,0.5901569,9.25079258,1,0,100,NA,1,ERBB.MTOR_5
MCF7,ERBB,MTOR_5,1,1,1e-04,0.1451325,0,1,0,100,NA,1,ERBB.MTOR_5
MDA-MB-361,ERBB,MTOR_5,1,1,1,0.1012124,14.22854372,0.176151238,0.8696393,56.44044758,NA,1,ERBB.MTOR_5
T47D,ERBB,MTOR_5,1,1,1e-04,0.1,8.58722337,1,0.2725474,82.57542793,NA,1,ERBB.MTOR_5
UACC-812,ERBB,MTOR_5,1,1,1,0,100,1e-04,0.1017021,0,NA,1,ERBB.MTOR_5
BT-20,ERBB,PIK3C,3,3,1.760209394,1.169556,0,3e-04,0.1,67.99045656,NA,1,ERBB.PIK3C
BT-474,ERBB,PIK3C,3,3,0.476216068,2.2013816,3.20987259,0.418678621,1.3025916,0,NA,1,ERBB.PIK3C
BT-549,ERBB,PIK3C,1,1,0.295577389,10,39.29963861,1,0,100,NA,1,ERBB.PIK3C
CAL-120,ERBB,PIK3C,1,1,1,0.535277,39.91027165,1,0.1051831,76.25586126,NA,1,ERBB.PIK3C
CAL-148,ERBB,PIK3C,1,1,1,0.975094,2.94051896,0.012701193,10,93.99984831,NA,1,ERBB.PIK3C
CAL-51,ERBB,PIK3C,1,1,0.327564559,1.8092562,47.43988058,0.314108469,10,87.59987934,NA,1,ERBB.PIK3C
CAMA-1,ERBB,PIK3C,3,3,1.186876014,10,29.29335736,1,0,100,NA,1,ERBB.PIK3C
HCC1187,ERBB,PIK3C,3,3,1,0,100,1,0,100,NA,1,ERBB.PIK3C
HCC1395,ERBB,PIK3C,3,3,1.163294319,1.2187151,23.40120631,0.180853411,10,94.78260476,NA,1,ERBB.PIK3C
HCC1419,ERBB,PIK3C,3,3,0.371155258,1.0392131,16.83019634,0.145556828,1.0219781,16.03805518,NA,1,ERBB.PIK3C
HCC1428,ERBB,PIK3C,1,1,1,10,73.20001431,1,0,100,NA,1,ERBB.PIK3C
HCC1569,ERBB,PIK3C,3,3,3e-04,0.1,56.03015465,3e-04,0.1,55.5736131,NA,1,ERBB.PIK3C
HCC1806,ERBB,PIK3C,1,1,0.292079372,3.4150667,19.10664,1,0,100,NA,1,ERBB.PIK3C
HCC1937,ERBB,PIK3C,1,1,0.477465882,0.8219962,47.5030241,0.009655027,10,80.57495923,NA,1,ERBB.PIK3C
HCC1954,ERBB,PIK3C,3,3,1.005941167,1.4980136,0,0.048459689,0.7234413,23.65164309,NA,1,ERBB.PIK3C
HCC38,ERBB,PIK3C,1,1,1,0.5354929,53.40496712,0.021384197,1.2294419,82.1659712,NA,1,ERBB.PIK3C
HCC70,ERBB,PIK3C,1,1,0.751483862,1.1322105,0,1,0,100,NA,1,ERBB.PIK3C
Hs-578-T,ERBB,PIK3C,1,1,0.266144594,3.3237638,29.44607266,1,0.3679452,59.07045733,NA,1,ERBB.PIK3C
MCF7,ERBB,PIK3C,3,3,0.149719794,0.8949549,0,3e-04,0.1,61.07333285,NA,1,ERBB.PIK3C
MDA-MB-157,ERBB,PIK3C,3,3,3,0.2973856,11.39553213,3,0.2216325,38.57699632,NA,1,ERBB.PIK3C
MDA-MB-231,ERBB,PIK3C,1,1,0.17975497,0.9024564,63.8991812,1,0,100,NA,1,ERBB.PIK3C
MDA-MB-361,ERBB,PIK3C,3,3,0.298510555,1.1508385,11.29116101,0.335146033,0.8790626,32.91049361,NA,1,ERBB.PIK3C
MDA-MB-415,ERBB,PIK3C,3,3,2.270860273,2.3453719,18.9619509,1,0,100,NA,1,ERBB.PIK3C
MDA-MB-436,ERBB,PIK3C,3,3,3,0.7838138,23.62592395,3,1.156266,84.43805984,NA,1,ERBB.PIK3C
MDA-MB-453,ERBB,PIK3C,3,3,0.810442635,0.8650298,0,3,0.7104259,22.44579188,NA,1,ERBB.PIK3C
MDA-MB-468,ERBB,PIK3C,3,3,2.009861479,1.3058596,0,3,0.2120134,15.5635395,NA,1,ERBB.PIK3C
MFM-223,ERBB,PIK3C,1,1,0.220873596,1.8629745,43.75022007,1,0,100,NA,1,ERBB.PIK3C
M14,ERBB,PIK3C,1,1,0.284106487,10,58.59948591,0.216886325,10,49.35515606,NA,1,ERBB.PIK3C
T47D,ERBB,PIK3C,3,3,0.163432105,1.0432965,11.89566014,3,0.353394,26.68455851,NA,1,ERBB.PIK3C
BT-20,ERBB,PIK3CB_PIK3CD,1,1,0.186130836,1.1549125,85.23319428,0.17334978,2.2727266,77.59216096,NA,1,ERBB.PIK3CB_PIK3CD
BT-549,ERBB,PIK3CB_PIK3CD,1,1,0.726705756,0.5282392,0,0.29790946,10,85.69990566,NA,1,ERBB.PIK3CB_PIK3CD
CAL-120,ERBB,PIK3CB_PIK3CD,1,1,0.10818178,0.8503682,55.1024275,1e-04,0.1,94.91119787,NA,1,ERBB.PIK3CB_PIK3CD
CAL-148,ERBB,PIK3CB_PIK3CD,1,1,0.470286585,1.8862656,13.52166245,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
CAL-51,ERBB,PIK3CB_PIK3CD,1,1,0.229541376,1.6122846,82.71010087,0.359568517,10,87.89956276,NA,1,ERBB.PIK3CB_PIK3CD
DU-4475,ERBB,PIK3CB_PIK3CD,1,1,1,2.5738292,3.04634577,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
HCC1143,ERBB,PIK3CB_PIK3CD,1,1,1,0.4892725,31.35070116,0.016315149,0.9605528,59.68583754,NA,1,ERBB.PIK3CB_PIK3CD
HCC1187,ERBB,PIK3CB_PIK3CD,1,1,0.302488216,2.5368461,75.68983862,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
HCC1428,ERBB,PIK3CB_PIK3CD,1,1,0.019623513,1.1151173,87.92452524,0.037047562,0.408089,84.91283328,NA,1,ERBB.PIK3CB_PIK3CD
HCC1806,ERBB,PIK3CB_PIK3CD,1,1,1,0,100,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
HCC1937,ERBB,PIK3CB_PIK3CD,1,1,1,0.272304,40.52448623,0.003802854,0.7651464,76.52246475,NA,1,ERBB.PIK3CB_PIK3CD
HCC38,ERBB,PIK3CB_PIK3CD,1,1,0.465900762,0.8563778,58.37825473,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
HCC70,ERBB,PIK3CB_PIK3CD,1,1,0.159527978,1.6322312,3.03197954,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
Hs-578-T,ERBB,PIK3CB_PIK3CD,1,1,1,0.7755108,44.52754527,0.112173775,10,86.69998045,NA,1,ERBB.PIK3CB_PIK3CD
MDA-MB-157,ERBB,PIK3CB_PIK3CD,1,1,0.068592142,0.6404679,49.63854814,1,0.3277969,55.29099788,NA,1,ERBB.PIK3CB_PIK3CD
MDA-MB-231,ERBB,PIK3CB_PIK3CD,1,1,1,0.2907661,60.08902801,1,10,90.00009933,NA,1,ERBB.PIK3CB_PIK3CD
MDA-MB-436,ERBB,PIK3CB_PIK3CD,1,1,0.109160347,1.9030587,71.55994082,0.204967446,10,93.43476899,NA,1,ERBB.PIK3CB_PIK3CD
MDA-MB-453,ERBB,PIK3CB_PIK3CD,1,1,0.199340684,1.198307,28.1658227,0.290761816,10,46.49971193,NA,1,ERBB.PIK3CB_PIK3CD
MDA-MB-468,ERBB,PIK3CB_PIK3CD,1,1,0.286683332,10,77.59988234,0.032314541,10,87.89994911,NA,1,ERBB.PIK3CB_PIK3CD
MFM-223,ERBB,PIK3CB_PIK3CD,1,1,1,0.8277486,43.50968235,0.093199414,0.5016402,85.45379634,NA,1,ERBB.PIK3CB_PIK3CD
M14,ERBB,PIK3CB_PIK3CD,1,1,0.378026469,0.8201947,0,0.191702573,5.3556188,42.18855426,NA,1,ERBB.PIK3CB_PIK3CD
BT-20,AKT,ESR1,1,1,0.077733386,1.2453972,90.56397766,0.582297114,1.0114259,66.07056565,NA,1,AKT.ESR1
BT-549,AKT,ESR1,1,1,1,0,100,0.253036936,4.7168046,49.32214362,NA,1,AKT.ESR1
CAL-120,AKT,ESR1,1,1,1,0,100,0.174985921,2.6826299,57.60150525,NA,1,AKT.ESR1
CAL-148,AKT,ESR1,1,1,1,0,100,0.153658133,1.4845478,0.05244308,NA,1,AKT.ESR1
CAL-51,AKT,ESR1,1,1,1,0,100,1,1.4086409,17.71537315,NA,1,AKT.ESR1
CAMA-1,AKT,ESR1,1,1,0.059713462,1.1283566,50.46783581,0.123056739,1.4083685,14.38728495,NA,1,AKT.ESR1
DU-4475,AKT,ESR1,1,1,1,0,100,0.293992669,10,76.19976085,NA,1,AKT.ESR1
HCC1143,AKT,ESR1,1,1,1,0,100,0.152975469,0.9716677,70.40109,NA,1,AKT.ESR1
HCC1187,AKT,ESR1,1,1,1,0,100,0.315539358,10,63.59961545,NA,1,AKT.ESR1
HCC1395,AKT,ESR1,1,1,1,0,100,0.242972715,1.1303319,49.06986767,NA,1,AKT.ESR1
HCC1428,AKT,ESR1,1,1,0.25674457,3.6873769,57.62370711,1,0,100,NA,1,AKT.ESR1
HCC1806,AKT,ESR1,1,1,1,0,100,1,10,62.00018417,NA,1,AKT.ESR1
HCC1937,AKT,ESR1,1,1,1,0,100,0.489621021,0.6398339,53.62701669,NA,1,AKT.ESR1
HCC38,AKT,ESR1,1,1,1,0,100,1,10,76.40027203,NA,1,AKT.ESR1
HCC70,AKT,ESR1,1,1,1,0,100,0.239846162,3.6711397,16.65559804,NA,1,AKT.ESR1
Hs-578-T,AKT,ESR1,1,1,1,0.5419118,49.13149884,1,0.4412599,17.72546001,NA,1,AKT.ESR1
MDA-MB-157,AKT,ESR1,1,1,1,0,100,0.099528416,3.8086465,80.75825297,NA,1,AKT.ESR1
MDA-MB-231,AKT,ESR1,1,1,1,0,100,1,2.5786377,74.02742374,NA,1,AKT.ESR1
MDA-MB-436,AKT,ESR1,1,1,1,0,100,0.258635897,2.1753545,72.73742554,NA,1,AKT.ESR1
