BTG2	SESN1
NSMCE4A	PRDX3
PPA1	PRDX3
PRDX3	XPNPEP1
PRELID1	UTP15
DDX11	PRIM1
ITCH	PRKAA1
NMD3	PRKAA1
PRKAA1	UGP2
PRKD2	STRN4
PARP1	PRKDC
ARPC1A	PRNP
ATP6V1C1	PRNP
DLG1	PRNP
IGFBP6	PRNP
ASPH	PROCR
ARPC5	PRPF18
MLLT10	PRPF18
POLR2K	PRPF18
PRPF3	SCNM1
FIZ1	PRPF31
MRPS12	PRPF31
NDUFA3	PRPF31
POLD1	PRPF31
PRPF31	TRIM28
PRPF31	ZNF576
PPIH	PRPF38A
C14orf166	PRPF39
METTL3	PRPF39
IKBKAP	PRPF4
PMPCA	PRPF4
GSG2	PRPF8
MAP3K3	PRR11
PRR14	USP7
PRR14	ZNF668
CLDN4	PRR15
KLF5	PRR15
MDC1	PRR3
PARP1	PRR3
PRR3	RIOK1
EPS8L1	PRRG2
ELF3	PRSS8
LAD1	PRSS8
PRSS8	SLPI
ARNT	PRUNE
CAPRIN1	PSMA1
CHCHD2	PSMA2
H2AFV	PSMA2
MRPL32	PSMA2
EIF5	PSMA3
PSMA3	VTI1B
AATF	PSMB3
NME1	PSMB3
NME1	PSMC5
NXT2	PSMD10
KLHL12	PSMD12
PSMD11	PSMD12
PSMD12	SLC35B1
PSMD12	SRP9
PSMA1	PSMD13
ATG3	PSMD6
PDHB	PSMD6
DNAJC7	PSME3
PSMF1	RBCK1
PSMG1	RRP1B
CDCA8	PSRC1
PTBP1	RNF126
LRRC40	PTBP2
PTCD2	TAF9
PSMD12	PTK2
ATP2C2	PTK6
ESRP2	PTK6
KLF5	PTK6
KRT8	PTK6
FKBP8	PTOV1
PNKP	PTOV1
PTPLAD1	RCN2
CLDN1	PTPRF
EGFR	PTPRF
DDR1	PTPRK
HMMR	PTTG1
KDM1A	PUM1
PUM1	SFPQ
INO80D	PUM2
EVPL	PVRL4
GRHL2	PVRL4
LAD1	PVRL4
C21orf59	PWP2
ITGB1	PYGO2
PDE12	QRICH1
CNOT7	R3HCC1
MAL2	RAB11FIP1
NCEH1	RAB11FIP5
GAPVD1	RAB14
ATG3	RAB1A
PIGF	RAB1A
PNO1	RAB1A
PRKAA1	RAB1A
RAB1A	RNF13
RAB1A	UBXN4
CLDN4	RAB20
ARPC1A	RAB22A
C20orf24	RAB22A
RAB23	SEC23A
RAB23	VAMP7
LAD1	RAB25
RAB25	SDR16C5
ASPH	RAB2A
PTRF	RAB34
CTSC	RAB38
GDE1	RAD17
RAD17	TAF9
DYNC1LI1	RAD18
CCNE2	RAD21
DSCC1	RAD21
FARSA	RAD23A
GTF3C4	RAD23B
NCBP1	RAD23B
RAD23B	SPTLC1
CDK2	RAD51AP1
POLQ	RAD51AP1
RAD51AP1	TMPO
CCT2	RAD51C
NME1	RAD51C
PDRG1	RAE1
RAF1	WDR48
FSTL1	RAI14
LEPREL1	RAI14
MET	RAI14
OSMR	RAI14
RAI14	TIMP2
C20orf4	RALY
PCIF1	RALY
RANBP1	SNRPD3
RANBP2	SSB
ADAT3	RANBP3
FARSA	RANBP3
GTPBP3	RANBP3
MBD3	RANBP3
MLLT1	RANBP3
PIN1	RANBP3
POLRMT	RANBP3
RANBP3	RAVER1
RANBP3	WDR18
PSIP1	RANBP6
RARS	SNX2
RARS	TAF9
GIN1	RASA1
OSMR	RASAL2
PRKDC	RB1CC1
RB1CC1	TCEB1
ITGB3BP	RBBP4
E2F1	RBL1
MCM7	RBL1
PHF8	RBM10
RBM12	SSB
RBM12	ZBTB39
LUC7L3	RBM12B
RBM12B	WDR67
RBM14	SF1
FUBP1	RBM15
RAD54L	RBM15
ANKRD16	RBM17
RBM17	SUV39H2
NDUFA8	RBM18
EXOSC8	RBM26
RBM26	USPL1
EZH2	RBM33
RBM33	ZNF212
C1orf55	RBM34
ADNP	RBM39
CCNL1	RBM39
MEN1	RBM4
FDX1	RBM7
ASPH	RBPMS
MDM4	RC3H1
ARID4B	RCOR3
RCOR3	SRP9
PYCRL	RECQL4
AURKAIP1	RER1
RERE	UBE4B
NUP54	RFC1
MCM8	RFC4
MRPL47	RFC4
NDC80	RFC4
RFX5	TARS2
METRN	RHBDF1
RHBDF1	TNFRSF12A
EGFR	RHBDL2
RHBDL2	S100A16
NOTCH2	RHOC
POMGNT1	RHOC
RHOD	TSKU
RHOG	TAF10
CKAP4	RILPL1
KHDRBS1	RIMS3
ASPH	RIN2
KRT7	RIN2
RIN2	SRGAP1
EIF4H	RINT1
POT1	RINT1
PAK1IP1	RIOK1
GIN1	RIOK2
RIOK2	TAF9
MYL12A	RIOK3
RIOK3	UGP2
POMGNT1	RNF11
IL18BP	RNF121
NCLN	RNF126
HDHD2	RNF138
RNF138	TXNL1
AGGF1	RNF14
AP3B1	RNF14
GNS	RNF14
BRCA2	RNF219
CUL4A	RNF219
EXOSC8	RNF219
IPO5	RNF219
GPBP1L1	RNF220
DPAGT1	RNF26
MAPK8IP3	RNF40
RNF44	ZBTB39
CDK8	RNF6
MTIF3	RNF6
HDAC2	RNGTT
RNH1	TAF10
E4F1	RNPS1
CHCHD2	RPA3
RPA3	UBE2C
PPP1CC	RPAP3
BCAS2	RPF1
CDC7	RPF1
GLMN	RPF1
LRRC40	RPF1
MTF2	RPF1
RPF1	RWDD3
RPF1	TAF12
C19orf48	RPL13A
CNOT10	RPL14
IMPDH2	RPL14
RPL30	UBR5
NACA	RPL35A
RPL24	RPL35A
RPL35A	RPS27A
BPTF	RPL38
CLPX	RPL4
CSK	RPL4
DENND4A	RPL4
EIF2C2	RPL8
ANKRD16	RPP38
HDHD2	RPRD1A
RPRD1B	YTHDF1
ARNT	RPRD2
EIF3E	RPS16
RPS23	TAF9
CAPN1	RPS6KA4
RPS6KB1	ZBTB11
RPS6KB1	ZNF207
PTPRCAP	RPS6KB2
AQR	RPUSD2
IMP3	RPUSD2
RPUSD3	THUMPD3
KLHL9	RRAGA
MBOAT7	RRAS
CALU	RRBP1
MDM2	RRM2B
RRP1B	SLC19A1
RRP1B	UBE2G2
EZH2	RSBN1L
RSL1D1	USP7
IREB2	RSL24D1
RSU1	VIM
RTEL1	TNFRSF6B
FEZ2	RTN4
RYK	TBL1XR1
ABCC3	S100A10
LMNA	S100A10
OSMR	S100A10
ELF3	S100A11
OSMR	S100A11
S100A13	S100A6
C1orf106	S100A14
S100A14	S100A16
S100A14	SDR16C5
ABCC3	S100A6
ITGA3	S100A6
QSOX1	S100A6
S100A6	SERPINB6
NAA40	SAC3D1
BCL2L12	SAE1
LIG1	SAE1
PRMT1	SAE1
MAST3	SAFB2
RAVER1	SAMD1
MICA	SAMD4A
PTPN21	SAMD4A
NUP85	SAP30BP
RNF34	SART3
SART3	SENP1
PTBP2	SASS6
SASS6	TMEM48
SBF1	ZC3H7B
FASTK	SCAMP4
MBD3	SCAMP4
PIP5K1C	SCAMP4
SCFD1	TMED10
SCO2	TYMP
RNF11	SCP2
PYCRL	SCRIB
SCRIB	ZFP41
PTGES3	SCYL2
SCYL2	STRAP
ASPH	SDC4
CD9	SDC4
EGFR	SDC4
EPB41L1	SDC4
GPR39	SDC4
KRT8	SDC4
OSMR	SDC4
GTF3C4	SDCCAG3
SDHAF1	U2AF1L4
ADIPOR1	SDHC
HRSP12	SDHC
PSMD12	SDHC
SEC11C	TXNL1
NRBF2	SEC23IP
SAR1B	SEC24A
BMS1P5	SEC24C
RNMT	SEH1L
SEL1L	SGPP1
ACP1	SELT
B3GNT2	SELT
MED21	SELT
RAB21	SELT
SELT	SLC33A1
SELT	TOMM22
SELT	TPRKB
IGFBP3	SEMA3C
SENP1	YEATS4
ACP1	SENP2
BAG2	SENP2
DNM1L	SENP2
GPR89B	SENP2
GTF3C3	SENP2
MRPL3	SENP2
RAB23	SENP2
RPS6KB1	SENP2
SENP2	TFG
SENP2	TOMM22
SENP2	UBXN4
SENP2	UGP2
SENP7	TBL1XR1
RBBP4	SERBP1
RBM8A	SERBP1
SERBP1	SF3A3
SERBP1	TRIM33
ECHDC1	SERINC1
INADL	SERINC2
DFNA5	SERPINE1
INHBA	SERPINE1
SET	STRBP
SETD5	WDR48
ARNT	SETDB1
MBTD1	SETDB1
SETDB1	ZNF33A
MEN1	SF1
PRPF19	SF1
RBBP4	SF3A3
SF3B1	TIA1
DHX38	SF3B3
KARS	SF3B3
PRMT7	SF3B3
SFI1	ZC3H7B
AGRN	SFN
EGFR	SFN
PTPRF	SFN
ATE1	SFXN4
NSMCE4A	SFXN4
ADK	SGMS1
DLG5	SGPL1
EXOC5	SGPP1
SGSH	SPATA20
SGSM2	SHPK
GGA1	SGSM3
RNF126	SGTA
PRR14	SH2B1
SH2B1	UBN1
FAT1	SH3D19
PLK1	SHCBP1
BCLAF1	SHPRH
PIK3CA	SIAH2
HIPK1	SIKE1
SIL1	SQSTM1
CARM1	SIN3B
SIN3B	SUPT5H
CHD1	SKIV2L2
CWC27	SKIV2L2
RIOK2	SKIV2L2
SKIV2L2	TAF9
KIF14	SKP2
RAD1	SKP2
CD1C	SLA
RGS1	SLAMF1
FMO2	SLAMF6
IKBKG	SLC10A3
OSMR	SLC22A4
RNF167	SLC25A11
GGA3	SLC25A19
SLC25A19	TAF4B
ENY2	SLC25A32
HRSP12	SLC25A32
IMPA1	SLC25A32
SLC25A36	ZNF148
PDE12	SLC25A38
RBM6	SLC25A38
CASP2	SLC25A40
PAXIP1	SLC25A40
PI4KB	SLC25A44
BCAR3	SLC2A1
S100A2	SLC2A1
GIN1	SLC30A5
RARS	SLC30A5
SLC30A5	SNX2
SLC30A5	TAF9
CD151	SLC39A13
DKK3	SLC39A13
RNF126	SLC39A3
PTPRF	SLC44A3
CLEC1A	SLCO1C1
SLK	VPS26A
SMAD2	TXNL1
EGFR	SMAD3
LMAN1	SMAD4
JAK2	SMARCA2
AKAP8L	SMARCA4
HNRNPM	SMARCA4
GTSE1	SMARCB1
DCAF7	SMARCD2
BUB1	SMC4
RACGAP1	SMC4
CNBP	SMC6
SMCHD1	VAPA
SMCHD1	ZNF519
ACO2	SMCR7L
L3MBTL2	SMCR7L
SMCR7L	TNRC6B
SMEK1	UBR7
B3GNT2	SMEK2
C2orf29	SMEK2
OSMR	SMURF2
MAPK1	SNAP29
PI4KA	SNAP29
CFL2	SNAPC1
SNAPC4	USP20
RPS3	SNHG1
SNHG4	SNX2
SNHG4	TAF9
DDX31	SNHG7
CUL5	SNORA25
RPS3	SNORA25
SNORA72	UBR5
NDUFB10	SNRNP25
KDM1A	SNRNP40
BCL2L12	SNRNP70
IRF2BP1	SNRNP70
SNRPA	XRCC1
ATP5A1	SNRPD1
LIG1	SNRPD2
ERH	SNW1
PAPOLA	SNW1
ARIH1	SNX1
PIGB	SNX1
CSNK1G3	SNX2
GIN1	SNX2
SNX2	TRIM23
SNX2	UBC
ANXA2	SNX33
ARHGAP29	SNX7
JUN	SNX7
EXOC5	SOCS4
ABCC3	SOX9
GPX8	SPARC
PCDHGC5	SPARC
KIDINS220	SPAST
MAD2L1	SPATA5
ARID1A	SPEN
HNRNPR	SPEN
EPS8L1	SPINT2
SLPI	SPINT2
AIF1	SPRR4
E4F1	SPSB3
DNAJC25-GNG10	SPTLC1
LHFPL2	SQSTM1
MET	SQSTM1
SQSTM1	TGFBI
SETD1A	SRCAP
GTPBP1	SREBF2
EGFR	SRPX2
EZH2	SRRT
CCDC12	SS18L2
CNOT10	SS18L2
KLHL18	SS18L2
MLH1	SS18L2
POP7	SSBP1
RHOD	SSH3
SSH3	TSKU
GTF3C5	SSNA1
MPZL2	ST14
RHOD	ST14
STAG2	ZNF280C
GTF3C3	STAMBP
FOXA1	STARD10
EPHA1	STEAP4
STIP1	TMEM126B
SIGMAR1	STOML2
HECTD1	STRN3
MBIP	STRN3
STRN4	XRCC1
FARSA	STX10
STX8	TRAPPC1
HBXIP	STXBP3
RWDD3	STXBP3
GPRC5A	STYK1
RAD1	SUB1
SBNO1	SUDS3
RAC1	SUN1
GPATCH1	SUPT5H
IRF2BP1	SUPT5H
GGA3	SUPT6H
SNAPC4	SURF1
GTF3C4	SURF2
GTF3C4	SURF6
KIF11	SUV39H2
SV2A	SYT11
CALU	SYDE1
FSTL3	SYDE1
IRF2BP1	SYMPK
HSF2	SYNCRIP
SENP6	SYNCRIP
BCL2L2	SYNJ2BP
ATP8B2	SYT11
RNF146	TAB2
KIAA1598	TACC2
PLEKHA1	TACC2
MRPL27	TACO1
LIPH	TACSTD2
GPLD1	TADA1
MBTD1	TADA1
TADA1	ZNF672
AATF	TADA2A
RLIM	TAF1
RPS25	TAF1D
DSCC1	TAF2
TAF2	UBR5
LMAN1	TAF4B
GIN1	TAF9
TAOK1	USP36
AMDHD2	TAOK2
PRR14	TAOK2
RABEP2	TAOK2
CDK4	TARBP2
MC3R	TAS2R9
TAX1BP1	YKT6
IDH3G	TAZ
IKBKG	TAZ
MAZ	TBC1D10B
TBC1D10B	ZNF335
TBC1D10B	ZNF771
FPGS	TBC1D13
ANXA1	TBC1D2
C3orf19	TBC1D5
FH	TBCE
MAPK1	TBL1XR1
MRPL3	TBL1XR1
TBL1XR1	TOMM22
TBL1XR1	UBA5
PMM2	TBL3
TAOK2	TBL3
TBL3	TSC2
ADAT2	TBP
ARID1B	TBP
AVL9	TBRG4
FOXA1	TC2N
PSMD10	TCEAL1
TCEAL1	TCEAL4
TCEAL8	WBP5
TCEB1	ZFAND1
PPWD1	TCERG1
RAPGEF6	TCERG1
TCL1A	TCL6
LARP1	TCOF1
BCLAF1	TCP1
FAM54A	TCP1
FBXO5	TCP1
DLGAP5	TDP1
PAPOLA	TDP1
E4F1	TELO2
MAZ	TELO2
PDPK1	TELO2
TELO2	ZNF500
TELO2	ZNF771
CBFB	TERF2
CTCF	TERF2
POLE3	TEX10
CCNE2	TFDP1
RFC3	TFDP1
IL20RB	TFG
SETP10	TFG
TFIP11	TRMT2A
DAB2	TGFBI
PLK2	TGFBI
KARS	THAP11
PHF6	THOC2
RPL14	THOC7
RNF126	THOP1
ACAD8	THYN1
C4orf21	TIFA
DDX11	TIMELESS
TIMELESS	TMPO
TIMELESS	ZBTB39
FH	TIMM17A
HRSP12	TIMM17A
GPKOW	TIMM17B
RNF126	TIMM44
ATP5L	TIMM8B
CES2	TK2
TLCD1	TRAF4
B3GNT2	TLK1
CREB1	TLK1
COIL	TLK2
ANXA4	TM4SF1
EGFR	TM4SF1
GPRC5A	TM4SF1
KDELR3	TM4SF1
LPP	TM4SF1
OSMR	TM4SF1
BCL2L2	TM9SF1
GDE1	TMCO1
GPR89B	TMCO1
TM9SF1	TMED10
CMAS	TMED2
KIAA1033	TMED2
SCP2	TMED5
RAC1	TMEM106B
ATG7	TMEM111
GLT8D1	TMEM115
SEC13	TMEM115
BRI3	TMEM120A
TACSTD2	TMEM125
RAB1B	TMEM134
DLAT	TMEM135
MED17	TMEM135
AKAP8	TMEM161A
FARSA	TMEM161A
GTPBP3	TMEM161A
EHBP1	TMEM17
KDELR3	TMEM184B
MICALL1	TMEM184B
PLXNB2	TMEM184B
TMEM186	USP7
CAND1	TMEM194A
TMEM194A	TMPO
SPAG5	TMEM199
GTF3C5	TMEM203
TACR1	TMEM212
DNAJC8	TMEM222
MRPL49	TMEM223
NFXL1	TMEM33
DNAJC8	TMEM39B
ST14	TMEM45B
RNF11	TMEM59
TMEM70	ZFAND1
RNF167	TMEM93
E2F1	TMEM97
CDCA3	TMPO
MPHOSPH9	TMPO
RFC5	TMPO
SENP1	TMPO
MED6	TMX1
TGFB1I1	TNFRSF12A
LPP	TNFRSF1A
HMBOX1	TNKS
CARM1	TNPO2
SMARCA4	TNPO2
CA1	TNR
LGALS3	TNS3
JUP	TNS4
MSH2	TOPBP1
RANBP1	TOPBP1
ADSS	TOR1AIP1
ARPC5	TOR1AIP1
BTG2	TP53INP1
PTPRK	TPBG
DDR1	TPD52L1
EXOSC8	TPP2
TPP2	UPF3A
ACP1	TPRKB
DFNA5	TPST1
ECT2	TPX2
SKP2	TPX2
TPX2	XPO1
RANBP1	TRA2B
TRA2B	TSN
TRABD	TRMT2A
GTF3C5	TRAF2
HRSP12	TRAM1
SOS2	TRAPPC6B
RBCK1	TRIB3
GDE1	TRIM23
TAF9	TRIM23
LUC7L2	TRIM24
GPATCH1	TRIM28
LIG1	TRIM28
PNKP	TRIM28
ST14	TRIM29
BIN3	TRIM35
PPP3CC	TRIM35
TRIM41	ZFP62
TRIM52	ZFP62
PLXNB2	TRIOBP
GIGYF2	TRIP12
SPAG5	TRIP13
PLOD3	TRIP6
ATP13A1	TRMT1
TNPO2	TRMT1
ADAT2	TRMT11
HDAC2	TRMT11
RNF139	TRMT12
MNAT1	TRMT5
DNAJC8	TRNAU1AP
TRNT1	TSEN2
ARID4B	TROVE2
LUC7L2	TRRAP
MRRF	TRUB2
E4F1	TSC2
STUB1	TSC2
TSC2	ZNF500
MRPL12	TSEN54
SENP2	TSN
TSN	XRCC5
LIN9	TSNAX
CLDN4	TSPAN13
FOXA1	TSPAN13
PYCRL	TSTA3
SLC39A4	TSTA3
ELF3	TSTD1
PHF2	TSTD2
DERL1	TTC35
TAF9	TTC37
EHMT1	TTF1
C14orf1	TTLL5
CBX5	TUBA1A
CRIM1	TUBB6
COIL	TUBD1
BRCA2	TUBGCP3
RTF1	TUBGCP5
EDN1	TUFT1
ELF3	TUFT1
MAL2	TUFT1
SF1	TUT1
DNAJC8	TXLNA
TXNDC16	UBR7
ATP13A1	TYK2
RANBP3	TYK2
RAVER1	TYK2
THOC1	TYMS
ATXN7	UBA3
UBA52	ZNF101
LARP7	UBA6
DNTTIP1	UBE2C
ECT2	UBE2C
NCAPD2	UBE2C
ARPC1A	UBE2H
IFRD1	UBE2H
TRIM28	UBE2M
SCYL2	UBE2N
UBE2N	ZDHHC17
RECQL5	UBE2O
UBE2O	UBTF
UBE2O	USP36
PYGO2	UBE2Q1
CCNE2	UBE2T
MTFR1	UBE2V2
IKBKG	UBL4A
DNASE1L2	UBN1
E4F1	UBN1
UBN1	USP7
UBN1	ZNF500
CNOT4	UBN2
UBN2	ZNF212
BAG3	UBTD1
DNAJC10	UBXN4
MSL2	UBXN7
ADSS	UCHL5
HRSP12	UCHL5
RAB3GAP2	UCHL5
TAF5L	UCHL5
CTTN	UEVLD
UBE2Q1	UFC1
C5orf45	UIMC1
MRPS22	UMPS
TFDP1	UPF3A
UPF3B	ZNF280C
LGALS3	UPP1
MET	UPP1
ACO2	UQCR10
RNF126	UQCR11
MAPRE1	UQCRC2
G3BP2	USO1
LRRC40	USP1
PPIH	USP1
RFC4	USP1
SNRNP40	USP1
STIL	USP1
NDUFS2	USP21
USP34	ZNF638
GGA3	USP36
SP3	USP37
USP42	ZNF12
DNAJC8	USP48
THUMPD1	USP7
USP7	ZNF500
PPIH	UTP11L
TAF9	UTP15
NME1	UTP18
NME2	UTP18
DSCC1	UTP23
UBR5	UTP23
AATF	UTP6
PHF6	VBP1
RBMX2	VBP1
VHL	WDR48
PTPRA	VPS16
THYN1	VPS26B
MAN2C1	VPS33B
ABCB9	VPS37B
NARFL	VPS4A
PYGO2	VPS72
SCNM1	VPS72
MTA1	VRK1
PAPOLA	VRK1
TOPBP1	VRK1
SMAGP	VSIG10
PCMT1	VTA1
TMED10	VTI1B
RBM17	WAC
KIF20B	WAPAL
FAM48A	WBP4
CETN2	WBP5
EXOC5	WDHD1
GMNN	WDHD1
ADD1	WDR1
NDUFS7	WDR18
POLR2E	WDR18
PAPOLA	WDR20
RMND5A	WDR33
CHD1	WDR36
UBE2A	WDR44
WDR46	ZBTB9
EHMT1	WDR5
SEC11A	WDR61
PRPF19	WDR74
DUT	WDR76
MED26	WDR83
NFATC2IP	WDR90
VDAC3	WHSC1L1
TMUB2	WIPF2
CNOT7	WRN
ADAT2	WTAP
CPNE3	WWP1
TNFRSF1A	WWTR1
MSH2	XPO1
WBP11	XPO1
CDK8	XPO4
SLC25A15	XPO4
SLC29A1	XPO5
ATP6V1B2	XPO7
COPS5	XPO7
DDIT3	XPOT
LIG1	XRCC1
MSL2	XRN1
NFYB	YEATS4
PNO1	YIPF4
AP3B1	YIPF5
CLINT1	YIPF5
GDE1	YIPF5
PRKAA1	YIPF5
RAD17	YIPF5
YAF2	YIPF5
DCAF5	YLPM1
TDP1	YLPM1
ACBD5	YME1L1
ATP5C1	YME1L1
MLLT10	YME1L1
ELF2	YTHDC1
CETN3	YTHDC2
GIN1	YTHDC2
HNRNPR	YTHDF2
SLC25A33	YTHDF2
RALGAPB	YWHAB
TAB2	YWHAE
ARPC5	YWHAZ
HRSP12	YWHAZ
POLR2K	YWHAZ
PAPOLA	YY1
ASH1L	YY1AP1
GIMAP1	ZAN
GTPBP1	ZBED4
PARP1	ZBED4
SREBF2	ZBED4
EXOC5	ZBTB1
DNAJC8	ZBTB17
PPP1R10	ZBTB22
RXRB	ZBTB22
TJAP1	ZBTB22
ZBTB33	ZNF280C
TOM1L2	ZBTB4
ZBTB44	ZNF202
PPP2R5E	ZC3H14
NCL	ZC3H15
PRKRA	ZC3H15
MON1B	ZC3H18
RECQL4	ZC3H3
MATR3	ZCCHC10
PTBP2	ZCCHC11
VIM	ZCCHC24
BRAP	ZCCHC8
OCRL	ZDHHC9
HRSP12	ZFAND1
UBE2W	ZFAND1
TERF2IP	ZFP1
ZFP28	ZFP30
ZFP30	ZNF470
ZFP30	ZNF567
ZFP28	ZFP82
ZFP82	ZNF583
KRIT1	ZKSCAN1
TRIM27	ZKSCAN4
ZC3HC1	ZKSCAN5
ZKSCAN5	ZNF655
PTBP2	ZMYM4
GTF3C5	ZMYND19
ZNF100	ZNF420
MED26	ZNF101
RFXANK	ZNF101
EZH2	ZNF107
FLVCR1	ZNF124
MDM4	ZNF124
ZNF134	ZNF256
ZNF134	ZNF419
NCL	ZNF142
POLR1B	ZNF142
ZNF155	ZNF223
ZNF16	ZNF696
HMGN4	ZNF184
ZNF200	ZNF263
ZNF212	ZNF282
HDHD2	ZNF24
ZNF254	ZNF430
ZNF254	ZNF91
ZNF256	ZNF416
THOC6	ZNF263
USP7	ZNF263
HDHD2	ZNF271
TXNL1	ZNF271
EZH2	ZNF273
HNRNPA2B1	ZNF273
REPIN1	ZNF282
SENP6	ZNF292
ZNF256	ZNF304
AKAP8L	ZNF317
UPF1	ZNF317
ZNF320	ZNF701
MZF1	ZNF324
ZNF324	ZNF444
ZNF329	ZNF829
SRRT	ZNF335
TNFRSF6B	ZNF335
ZNF335	ZNF611
NAPB	ZNF337
MLLT10	ZNF33A
ZNF33A	ZNF37A
ZFP14	ZNF345
ZFP82	ZNF347
ZNF347	ZNF701
ZNF347	ZSCAN18
MLLT10	ZNF37A
HDHD2	ZNF397
EZH2	ZNF398
NRF1	ZNF398
REPIN1	ZNF398
ZNF398	ZNF786
RTTN	ZNF407
ZNF415	ZSCAN18
ZNF416	ZNF419
SAE1	ZNF428
ZNF43	ZSCAN18
ZNF444	ZNF574
ZNF444	ZNF611
CCDC12	ZNF445
CNOT10	ZNF445
WDR48	ZNF445
PRR14	ZNF48
ZNF493	ZNF91
FAM193B	ZNF500
ZNF263	ZNF500
ZNF506	ZNF91
PHF2	ZNF510
ZNF189	ZNF510
ZNF528	ZSCAN18
ZNF416	ZNF548
ZNF551	ZNF8
ZNF235	ZNF566
ZNF566	ZNF780B
ZFP28	ZNF568
ZNF470	ZNF568
ZNF568	ZNF583
ZFP28	ZNF569
ZNF331	ZNF569
ZNF470	ZNF569
ZNF569	ZNF583
ZFP28	ZNF570
ZNF570	ZNF583
ZNF567	ZNF573
LIG1	ZNF574
SAE1	ZNF576
ZNF574	ZNF580
C19orf48	ZNF581
TRIM28	ZNF581
ZFP28	ZNF582
ZNF542	ZNF582
SIN3A	ZNF592
ZNF256	ZNF606
ZNF419	ZNF606
ARIH1	ZNF609
ZNF528	ZNF610
ZNF610	ZNF71
ZNF610	ZNF829
ZNF611	ZNF701
ZNF611	ZNF83
TBCCD1	ZNF639
CCDC76	ZNF644
GPBP1L1	ZNF644
MIER1	ZNF644
PTBP2	ZNF644
RBMXL1	ZNF644
RAVER1	ZNF653
ZNF665	ZNF701
ZNF665	ZNF91
ZNF669	ZNF678
ZNF420	ZNF682
ITGB3BP	ZNF684
PPIH	ZNF684
STIL	ZNF684
CD2BP2	ZNF688
PRR14	ZNF688
MAZ	ZNF689
HSF1	ZNF696
COMMD5	ZNF7
HRSP12	ZNF7
MRPL13	ZNF7
POLR2K	ZNF7
RNF139	ZNF7
EZH2	ZNF708
ZNF101	ZNF708
ZNF430	ZNF708
ZNF566	ZNF708
ZNF708	ZNF91
ZNF420	ZNF71
ZNF212	ZNF746
EZH2	ZNF767
ZNF212	ZNF767
SETD1A	ZNF768
ZNF264	ZNF776
ZNF282	ZNF777
ZNF235	ZNF780B
ZNF780A	ZNF780B
EZH2	ZNF786
PAXIP1	ZNF786
ZNF212	ZNF786
TRIM28	ZNF787
KRIT1	ZNF789
ZFP28	ZNF829
ZNF470	ZNF829
ZNF583	ZNF829
ZNF701	ZNF83
ZNF880	ZSCAN18
PLOD3	ZNHIT1
TAF8	ZNRD1
PTBP2	ZRANB2
RNPC3	ZRANB2
DNTTIP1	ZSWIM1
CCNB2	ZWILCH
MKI67	ZWINT
SUV39H2	ZWINT
ARHGAP33	PKMYT1
AURKB	CKS1B
BUB1B	SKP2
CDC25C	MCM7
CDK1	STIL
CENPA	RFC5
CHAF1B	INCENP
CPSF6	RAD54L
DEPDC1	RAD51AP1
FANCD2	TMPO
DTL	FANCI
KIAA0101	SNRPA
KIF11	TYMS
CPSF6	KIF15
CDCA7	KNTC1
ARHGAP11A	MCM10
MDC1	TROAP
NCAPD3	UBE2C
CKAP5	NCAPG
CKS1B	NCAPG
PLK4	UBE2T
CEP152	POLA2
RFC4	TOP2A
EVPL	S100P
SPAG5	ZWINT
CKS1B	STIL
NEIL3	TTK
CCNF	TYMS
KIF2C	WDR76
CDC25A	CENPM
TPX2	WDHD1
BRCA1	EXO1
CDC25C	NDC80
CDCA2	INCENP
CENPF	CEP152
GIPC1	KRT80
KIAA0101	SMC4
KIFC1	NCAPD2
LMNB1	MCM3
MCM3	RFC4
MLF1IP	RRM2
NEIL3	SMC4
DLGAP5	PBK
PLK4	SKP2
PSMC3	PTK2
AURKB	SNRPA
BLM	RFC4
BLM	TOPBP1
CCNA2	NCAPG2
CDC20	CEP152
CDC7	CENPA
CHAF1B	FEN1
CHAF1B	TPX2
EHMT2	TROAP
BUB1	FANCI
CPSF1	KHSRP
CENPA	KIF18A
MLF1IP	SKP2
CDC7	MND1
CENPI	NCAPG
NCAPG	NCAPG2
PDSS1	RAD51
CENPN	PLK4
MCM2	PLK4
PSMC3	YWHAZ
ESPL1	STMN1
KIAA0101	STMN1
STMN1	TOP2A
MCM7	TTK
PKMYT1	WDR62
SGOL1	ZWINT
CDCA8	FAM64A
NUDT1	TTK
CCNB1	CDKN3
CDC25C	PLK4
CDCA8	PKMYT1
CENPE	RAD51AP1
CEP55	SPAG5
DLGAP5	MCM6
CENPO	FBXO5
FEN1	HELLS
CKS1B	KIF2C
CENPA	KNTC1
MAD2L1	MCM2
FANCG	MCM10
MCM2	MLF1IP
HNRNPA2B1	NCAPG
CENPI	NUSAP1
DSCC1	NUSAP1
LIG1	RAD51
RAD51	TOP2A
RAD51AP1	RAD54L
FEN1	RRM2
ARFGAP1	STRN4
MXD3	SUV39H1
RAD51AP1	TACC3
SKP2	ZWINT
AURKB	ERCC6L
BLM	TIMELESS
AURKA	BUB1B
CCNA2	TOPBP1
CCNA2	CDC25C
CDCA3	RAD51
CENPE	TOPBP1
CENPM	STIL
CENPO	FEN1
CKS2	KIF14
FANCI	SKP2
KIAA0101	MCM3
KIF2C	RAD51AP1
MND1	TOPBP1
